Item,length,color,Type,Price,STOCK
FOXY T,,T1B_350,2,4,56
FOXY T,,T1B_99J,2,4,51
FOXY T,,T27_613,2,4,46
FREE T L,,1,2,6,26
FREE T L,,001B,2,6,9
FREE T L,,2,2,6,42
FREE T L,,4,2,6,31
FREE T L,,P1B_27,2,6,8
FREE T L,,P1B_30,2,6,3
FREE T L,,P1B_33,2,6,27
FREE T L,,P1B_350,2,6,-1
FREE T L,,P1B_BG,2,6,18
FREE T L,,P27_613,2,6,19
FREE T L,,TT1B_350,2,6,0
FREE T S,,1,2,4.5,0
FREE T S,,001B,2,4.5,1
FREE T S,,2,2,4.5,0
FREE T S,,4,2,4.5,37
FREE T S,,P1B_27,2,4.5,125
FREE T S,,P1B_30,2,4.5,11
FREE T S,,P1B_33,2,4.5,120
FREE T S,,P1B_350,2,4.5,228
FREE T S,,P1B_BG,2,4.5,94
FREE T S,,P27_613,2,4.5,136
FREE T S,,TT1B_27,2,4.5,74
FREE T S,,TT1B_30,2,4.5,70
FREE T S,,TT1B_33,2,4.5,107
FREE T S,,TT1B_350,2,4.5,78
FREE T S,,TT4_27,2,4.5,21
FREE T S,,TT613_27,2,4.5,44
FRENCH T,,1,2,4.5,2
FRENCH T,,001B,2,4.5,-1
FRENCH T,,2,2,4.5,0
FRENCH T,,4,2,4.5,1
FRENCH T,,P1B_27,2,4.5,0
FRENCH T,,P1B_30,2,4.5,2
FRENCH T,,P1B_33,2,4.5,2
FRENCH T,,P1B_350,2,4.5,0
FRENCH T,,P1B_99J,2,4.5,1
FRENCH T,,P1B_BG,2,4.5,3
FRENCH T,,P27_30_33,2,4.5,0
FRENCH T,,P27_613,2,4.5,4
FRENCH T,,P4_27_33,2,4.5,2
FRENCH T,,P4_30,2,4.5,5
FRENCH T,,P4_30_27,2,4.5,2
FRENCH T,,P4_30_33,2,4.5,4
FRENCH T,,TT1B_27,2,4.5,5
FRENCH T,,TT1B_30,2,4.5,7
FRENCH T,,TT1B_33,2,4.5,6
GINA,,1,5,11.5,0
GINA,,001B,5,11.5,23
GINA,,2,5,11.5,31
GINA,,4,5,11.5,44
GINA,,DYS27_30_33,5,11.5,37
GINA,,F1010,5,11.5,34
GINA,,F1B_30,5,11.5,6
GINA,,F1B_33,5,11.5,23
GINA,,F4_30,5,11.5,26
GINA,,L209H_216H,5,11.5,43
GINA,,P2_145B,5,11.5,33
GLORIA,,TT1B_33,5,10,0
GLORIA,,TT1B_BG,5,10,-2
GOGO,,P30_144,3,4,74
GOGO,,T1B_130,3,4,115
GOGO,,T1B_27,3,4,98
GOGO,,T1B_350,3,4,9
GOGO,,T1B_99J,3,4,138
GOGO,,T1B_BG,3,4,38
GOGO,,T4_27,3,4,54
GRACEFUL LADY,,1,3,5,49
GRACEFUL LADY,,001B,3,5,-1
GRACEFUL LADY,,2,3,5,26
GRACEFUL LADY,,4,3,5,67
GRACEFUL LADY,,27,3,5,12
GRACEFUL LADY,,30,3,5,16
GRACEFUL LADY,,33,3,5,33
GRACEFUL LADY,,613,3,5,0
GRACEFUL LADY,,P1B_27,3,5,28
GRACEFUL LADY,,P1B_30,3,5,55
GRACEFUL LADY,,P1B_33,3,5,22
GRACEFUL LADY,,P1B_350,3,5,46
GRACEFUL LADY,,P27_30_33,3,5,23
GRACEFUL LADY,,P27_613,3,5,53
GRACEFUL LADY,,P30_33,3,5,0
GRACEFUL LADY,,P4_27,3,5,0
GRACEFUL LADY,,P4_27_30,3,5,54
GRACEFUL LADY,,P4_27_30_33,3,5,42
GRACEFUL LADY,,P4_30,3,5,107
GRACEFUL LADY,,TT1B_30,3,5,8
GRACEFUL LADY,,TT1B_33,3,5,10
GRACEFUL LADY,,TT1B_350,3,5,16
GRACIE,,1,5,11.5,108
GRACIE,,001B,5,11.5,92
GRACIE,,2,5,11.5,69
GRACIE,,F1B_30,5,11.5,65
GRACIE,,F4_30,5,11.5,58
GRACIE,,ZYF8_27_24D,5,11.5,70
GRACIE,,ZYF8A_30_27,5,11.5,56
GRACIE,,ZYF8A_35B_130E,5,11.5,68
GYP T,,4,2,5.25,29
GYP T,,27,2,5.25,30
GYP T,,30,2,5.25,34
GYP T,,33,2,5.25,60
GYP T,,P1B_BG,2,5.25,1
HANNAH,,1,5,9,16
HANNAH,,001B,5,9,6
HANNAH,,2,5,9,8
HANNAH,,4,5,9,37
HANNAH,,DYS27_30_33,5,9,43
HANNAH,,L1010,5,9,52
HANNAH,,L1B_30,5,9,3
HANNAH,,L1B_33,5,9,39
HANNAH,,L209H_216H,5,9,46
HANNAH,,L4_30,5,9,19
HANNAH,,P2_145B,5,9,54
HARU,,1,9,20,20
HARU,,001B,9,20,7
HARU,,2,9,20,37
HARU,,4,9,20,11
HARU,,DX2216,9,20,37
HARU,,DX3147,9,20,32
HARU,,DX4130,9,20,53
HARU,,DX4145,9,20,49
HARU,,F1B_30,9,20,32
HARU,,F1B_33,9,20,92
HARU,,F4_30,9,20,42
HARU,,TTOL1B_BLUE,9,20,31
HARU,,TTOL1B_PINK,9,20,21
"HEAD (L) 18""-1",,WHITE,12,15,-10
"HEAD (L) 18""-2",,LIGHT BROWN,12,15,1380
HEAD RUBBER,,,12,1,670
HEIDI,,24-27,5,20,2
HEIDI,,612,5,20,0
HELEN,,1,9,21,12
HELEN,,001B,9,21,9
HELEN,,2,9,21,0
HELEN,,4,9,21,0
HELEN,,34,9,21,6
HELEN,,44,9,21,8
HELEN,,51,9,21,6
HELEN,,280,9,21,5
HELEN,,F1B_27S,9,21,14
HELEN,,F1B_30,9,21,13
HELEN,,F1B_33,9,21,13
HELEN,,F237,9,21,8
HELEN,,F4_30,9,21,9
HELEN,,P1B_BG,9,21,85
HELEN,,T1B_30,9,21,12
HOLLY,,1,1,13,33
HOLLY,,001B,1,13,49
HOLLY,,2,1,13,36
HOLLY,,4,1,13,0
HOLLY,,27,1,18,2
HOLLY,,30,1,13,2
HOLLY,,33,1,13,7
HOLLY,,P1B_30,1,15,24
HOLLY,,P1B_33,1,15,9
HOLLY,,P1B_350,1,18,10
HOLLY,,P1B_99J,1,18,12
HOLLY,,P1B_BG,1,18,14
HOLLY,,P27_613,1,28,6
HOLLY,,P4_27,1,18,12
HOLLY,,P4_30,1,15,0
HSTW08,,1,1,10,0
HSTW08,,001B,1,10,-2
HSTW08,,2,1,10,0
HSTW08,,4,1,10,51
HSTW08,,27,1,15,15
HSTW08,,30,1,10,0
HSTW08,,33,1,10,0
HSTW08,,34,1,12,0
HSTW08,,44,1,12,0
HSTW08,,51,1,12,0
HSTW08,,280,1,12,15
HSTW08,,350,1,15,0
HSTW08,,99J,1,15,0
HSTW08,,BLUE,1,18,46
HSTW08,,BURG,1,15,0
HSTW08,,GREEN,1,18,25
HSTW08,,ORANGE,1,18,11
HSTW08,,P1B_30,1,12,8
HSTW08,,P1B_33,1,12,13
HSTW08,,P1B_350,1,15,19
HSTW08,,P1B_99J,1,15,19
HSTW08,,P1B_BG,1,15,23
HSTW08,,P27_30,1,15,5
HSTW08,,P27_33,1,15,7
HSTW08,,P27_613,1,25,110
HSTW08,,P4_27,1,15,18
HSTW08,,P4_30,1,12,29
HSTW08,,PINK,1,18,107
HSTW08,,PURPLE,1,18,120
HSTW08,,RED,1,18,139
INTELLI LADY,,1,3,5,51
INTELLI LADY,,001B,3,5,43
INTELLI LADY,,2,3,5,2
INTELLI LADY,,4,3,5,50
INTELLI LADY,,27,3,5,33
INTELLI LADY,,30,3,5,13
INTELLI LADY,,33,3,5,15
INTELLI LADY,,613,3,5,25
INTELLI LADY,,F1B_27,3,5,13
INTELLI LADY,,F1B_30,3,5,105
INTELLI LADY,,F1B_33,3,5,50
INTELLI LADY,,F1B_350,3,5,70
INTELLI LADY,,F27_613,3,5,31
INTELLI LADY,,F30_33,3,5,14
INTELLI LADY,,F4_27,3,5,91
INTELLI LADY,,F4_30,3,5,71
INTELLI LADY,,TT1B_27,3,5,1
INTELLI LADY,,TT1B_30,3,5,17
INTELLI LADY,,TT1B_33,3,5,7
INTELLI LADY,,TT1B_350,3,5,15
IRIS,,1,1,13,20
IRIS,,001B,1,13,15
IRIS,,2,1,13,25
IRIS,,4,1,13,14
IRIS,,27,1,18,18
IRIS,,30,1,13,21
IRIS,,33,1,13,16
IRIS,,P1B_30,1,15,27
IRIS,,P1B_33,1,15,33
IRIS,,P1B_350,1,18,15
IRIS,,P1B_99J,1,18,10
IRIS,,P1B_BG,1,18,27
IRIS,,P27_613,1,28,3
IRIS,,P4_27,1,18,26
IRIS,,P4_30,1,15,9
ISABELLA,,1,5,12.5,87
ISABELLA,,001B,5,12.5,76
ISABELLA,,2,5,12.5,72
ISABELLA,,F1B_30,5,12.5,59
ISABELLA,,F4_30,5,12.5,74
ISABELLA,,ZYF8_27_24D,5,12.5,65
ISABELLA,,ZYF8A_30_27,5,12.5,75
ISABELLA,,ZYF8A_35B_130E,5,12.5,75
JADA,,1,9,44,12
JADA,,001B,9,44,14
JADA,,2,9,44,11
JADA,,4,9,44,11
JADA,,F1B_27S,9,44,9
JADA,,F1B_30,9,44,4
JADA,,F1B_33,9,44,13
JADA,,F237,9,44,1
JADA,,P27_613,9,44,3
JADA,,TT1B_33,9,44,12
JADA,,TT1B_350,9,44,25
JANE H,,1,9,34,0
JANE H,,001B,9,34,2
JANE H,,2,9,34,0
JANE H,,4,9,34,0
JANE H,,6,9,34,40
JANE H,,8,9,34,2
JANE H,,F1B_30,9,34,0
JANE H,,F1B_33,9,34,-2
JANE H,,F237,9,34,6
JANE H,,M99J_350,9,34,0
JANE H,,P1B_144,9,34,72
JANE H,,P1B_27,9,34,58
JANE H,,P1B_350,9,34,11
JANE H,,P1B_BG,9,34,53
JANE H,,P27_613,9,34,0
JANE H,,T1B_27,9,34,72
JANE H,,T1B_BG,9,34,33
JANE H,,T4_118_144,9,34,65
JANE H,,TT1B_30,9,34,2
JANE H,,TT1B_33,9,34,5
JANET T,,1,2,4.5,0
JANET T,,001B,2,4.5,0
JANET T,,2,2,4.5,0
JANET T,,4,2,4.5,-2
JANET T,,27,2,4.5,86
JANET T,,30,2,4.5,85
JANET T,,33,2,4.5,96
JANET T,,F1B_33,2,4.5,12
JANET T,,F4_30,2,4.5,0
JANET T,,P1B_27,2,4.5,0
JANET T,,P1B_30,2,4.5,0
JANET T,,P1B_33,2,4.5,-9
JANET T,,P1B_BG,2,4.5,0
JANET T,,P27_613,2,4.5,0
JANET T,,T1B_27,2,4.5,37
JANET T,,T1B_30,2,4.5,0
JANET T,,T1B_33,2,4.5,22
JANET T,,T1B_BG,2,4.5,61
JASMENIA,,1,1,13,48
JASMENIA,,001B,1,13,20
JASMENIA,,2,1,13,28
JASMENIA,,4,1,13,45
JASMENIA,,27,1,18,0
JASMENIA,,30,1,13,4
JASMENIA,,33,1,13,11
JASMENIA,,P1B_30,1,15,5
JASMENIA,,P1B_33,1,15,0
JASMENIA,,P1B_350,1,18,10
JASMENIA,,P1B_99J,1,18,0
JASMENIA,,P1B_BG,1,18,0
JASMENIA,,P27_613,1,28,0
JASMENIA,,P4_27,1,18,0
JASMENIA,,P4_30,1,15,8
JAY,,1,3,3.75,41
JAY,,001B,3,3.75,34
JAY,,2,3,3.75,11
JAY,,4,3,3.75,13
JAY,,P1B_27,3,3.75,9
JAY,,P1B_30,3,3.75,57
JAY,,P1B_350,3,3.75,10
JAY,,P1B_99J,3,3.75,45
JAY,,P1B_BG,3,3.75,16
JAY,,TT1B_27,3,3.75,27
JAY,,TT1B_30,3,3.75,47
JAY,,TT1B_33,3,3.75,23
JAY,,TT1B_BG,3,3.75,39
JEAN,,1,5,12.5,30
JEAN,,001B,5,12.5,72
JEAN,,2,5,12.5,48
JEAN,,DML4_33_130B,5,12.5,83
JEAN,,F1B_30,5,12.5,60
JEAN,,F4_30,5,12.5,68
JEAN,,LXMD33_30_27,5,12.5,60
JEAN,,LXMD8A_340A_26A,5,12.5,74
JENIF H,,1,9,41,9
JENIF H,,001B,9,41,8
JENIF H,,2,9,41,1
JENIF H,,4,9,41,4
JENIF H,,34,9,41,19
JENIF H,,44,9,41,18
JENIF H,,51,9,41,19
JENIF H,,280,9,41,20
JENIF H,,F1B_30,9,41,0
JENIF H,,F1B_33,9,41,0
JENIF H,,P27_613,9,41,6
JENIF H,,T1B_33,9,41,1
JENNIF,,1,5,9.5,0
JENNIF,,001B,5,9.5,-1
JENNIF,,2,5,9.5,2
JENNIF,,4,5,9.5,0
JENNIF,,34,5,9.5,0
JENNIF,,44,5,9.5,0
JENNIF,,51,5,9.5,-1
JENNIF,,280,5,9.5,0
JENNIF,,F1B_30,5,9.5,0
JENNIF,,F1B_33,5,9.5,-1
JENNIF,,F237,5,9.5,0
JENNIF,,F4_30,5,9.5,0
JENNY,,1,9,29,6
JENNY,,001B,9,29,20
JENNY,,2,9,29,10
JENNY,,4,9,29,9
JENNY,,34,9,29,7
JENNY,,44,9,29,14
JENNY,,51,9,29,4
JENNY,,280,9,29,10
JENNY,,F1B_30,9,29,0
JENNY,,F1B_33,9,29,1
JENNY,,F237,9,29,22
JENNY,,F4_30,9,29,10
JENNY,,P27_613,9,29,10
JENNY,,T1B_30,9,29,1
JENNY,,T1B_33,9,29,14
JENNY,,T1B_BG,9,29,47
JERRY/PT,,001B,2,5.95,364
JERRY/PT,,4,2,5.95,357
JOHNSON,,1,2,6,46
JOHNSON,,001B,2,6,20
JOHNSON,,2,2,6,64
JOHNSON,,4,2,6,29
JOHNSON,,F1B_27,2,6,28
JOHNSON,,F1B_30,2,6,15
JOHNSON,,F1B_33,2,6,17
JOHNSON,,F1B_350,2,6,33
JOHNSON,,F1B_99J,2,6,0
JOHNSON,,F4_27,2,6,0
JOHNSON,,F4_30,2,6,17
JOHNSON,,P27_613,2,6,37
JOHNSON,,TT1B_30,2,6,11
JOHNSON,,TT1B_33,2,6,95
JOHNSON,,TT1B_350,2,6,66
JOLLY,,1,5,14,37
JOLLY,,001B,5,14,34
JOLLY,,2,5,14,29
JOLLY,,4,5,14,32
JOLLY,,613,5,14,30
JOLLY,,99C,5,14,26
JOLLY,,DFHT26C_86A,5,14,25
JOLLY,,DFHT33_26B,5,14,21
JOLLY,,DFHT33B_130B,5,14,0
JOLLY,,F1B_30,5,14,47
JON,,001B,2,5.25,18
JON,,4,2,5.25,3
JON,,M1B_33,2,5.25,4
JON,,T1B_613,2,5.25,7
JON,,T1B_BG,2,5.25,2
JOY,,1,5,10.5,10
JOY,,001B,5,10.5,21
JOY,,2,5,10.5,19
JOY,,4,5,10.5,20
JOY,,F1B_30,5,10.5,11
JOY,,F1B_33,5,10.5,30
JOY,,F237,5,10.5,19
JOY,,F4_27,5,10.5,28
JOY,,F4_30,5,10.5,16
JULIE H,,1,9,98,21
JULIE H,,001B,9,98,40
JULIE H,,2,9,98,22
JULIE H,,4,9,98,13
JULIE H,,2F350,9,98,8
JULIE H,,F1B_27,9,98,11
JULIE H,,F1B_27S,9,98,113
JULIE H,,F1B_30,9,98,10
JULIE H,,F1B_33,9,98,64
JULIE H,,F237,9,98,4
JULIE H,,F4_27,9,98,19
JULIE H,,F4_30,9,98,7
JULIE H,,M99J_350,9,98,54
JULIE H,,P1B_BG,9,98,1
JULIE H,,P27_613,9,98,9
JULIE H,,T_1B_33,9,98,2
JULIE H,,TT1B_30,9,98,1
JULIE H,,TT1B_99J,9,98,3
JULIE H,,TT1B_BG,9,98,20
JULIE H,,TT27_613,9,98,1
JULIE H II,,1,9,51,13
JULIE H II,,001B,9,51,4
JULIE H II,,2,9,51,5
JULIE H II,,4,9,51,10
JULIE H II,,F1B_27S,9,51,13
JULIE H II,,F1B_30,9,51,4
JULIE H II,,F1B_33,9,51,8
JULIE H II,,F1B_BG,9,51,0
JULIE H II,,F237,9,51,10
JULIE H II,,F4_27,9,51,6
JULIE H II,,F4_30,9,51,9
JULIE H II,,P14_27_22,9,51,1
JULIE H II,,P27_30_33,9,51,23
JULIE H II,,P27_613,9,51,9
JULIE H II,,PH27_16_24,9,51,4
JULIE H II,,PH33_27_613,9,51,61
JULIE H II,,TT1B_BG,9,51,18
JUMBO BRAID,,1,7,2.25,99
JUNE,,1,5,11.5,37
JUNE,,001B,5,11.5,99
JUNE,,2,5,11.5,46
JUNE,,4,5,11.5,46
JUNE,,F1B_30,5,11.5,80
JUNE,,F1B_33,5,11.5,36
JUNE,,F237,5,11.5,39
JUNE,,F4_27,5,11.5,2
JUNE,,F4_30,5,11.5,51
JUNE,,P27_613,5,11.5,21
K BRD,,1,7,1.1,137
K BRD,,001B,7,1.1,10
K BRD,,2,7,1.1,189
KASSIA,,1,9,66,13
KASSIA,,001B,9,66,17
KASSIA,,2,9,66,19
KASSIA,,4,9,66,16
KASSIA,,F1B_27,9,66,2
KASSIA,,F1B_27S,9,66,5
KASSIA,,F1B_30,9,66,8
KASSIA,,F1B_33,9,66,2
KASSIA,,F237,9,66,6
KASSIA,,F4_27,9,66,2
KASSIA,,F4_30,9,66,10
KASSIA,,P27_613,9,66,7
KATE,,1,5,20,0
KATE,,001B,5,20,2
KATE,,2,5,20,0
KATE,,4,5,20,16
KATE,,613,5,20,27
KATE,,99C,5,20,28
KATE,,DFHT26C_86A,5,20,11
KATE,,DFHT33_26B,5,20,25
KATE,,DFHT33B_130B,5,20,8
KATE,,F1B_30,5,20,11
KAY,,1,5,20,0
KAY,,001B,5,20,0
KAY,,2,5,20,0
KAY,,4,5,20,0
KAY,,24-27,5,20,0
KAY,,3T27,5,20,1
KAY,,3T332,5,20,0
KAY,,4007,5,20,0
KAY,,612,5,20,0
KAY,,F1B_30,5,20,0
KAY,,F237,5,20,0
KAY,,F4_30,5,20,0
KAYLA,,1,5,12,3
KAYLA,,001B,5,12,5
KAYLA,,2,5,12,0
KAYLA,,4,5,12,19
KAYLA,,613,5,12,33
KAYLA,,F1010,5,12,29
KAYLA,,F1B_30,5,12,5
KAYLA,,F1B_33,5,12,21
KAYLA,,F4_30,5,12,25
KIKI,,1,3,4,108
KIKI,,001B,3,4,-1
KIKI,,2,3,4,6
KIKI,,4,3,4,8
KIKI,,T1B_27,3,4,4
KIKI,,T1B_30,3,4,-1
KIKI,,T1B_33,3,4,-1
KIKI,,T1B_340,3,4,49
KIKI,,T1B_BG,3,4,1
KIKI,,T4_27,3,4,50
KY BRD,,1,7,2,25
KY BRD,,001B,7,2,-1
KY BRD,,2,7,2,3
KY BRD,,3,7,2,1
KY BRD,,4,7,2,10
KY BRD,,6,7,2,1
KY BRD,,27,7,2,88
KY BRD,,30,7,2,1
KY BRD,,33,7,2,46
KY BRD,,99J,7,2,262
KY BRD,,P1B_27,7,2,63
KY BRD,,P1B_30,7,2,25
KY BRD,,P1B_33,7,2,23
KY BRD,,P1B_350,7,2,232
KY BRD,,P1B_BG,7,2,200
KY BRD,,P30_144,7,2,155
LACE GLUE,,3.5 G.,10,6,74
LACE GLUE 1OZ,,,10,20,66
LACE REMOVER,,,10,4,4
LACE-001,,1,9,350,6
LACE-001,,001B,9,350,6
LACE-001,,2,9,350,3
LACE-001,,4,9,350,9
LACE-001,,6,9,350,6
LACE-001,,8,9,350,11
LACE-001,,P10_16,9,350,8
LACE-001,,P14_24,9,350,13
LACE-001,,P1B_30,9,350,6
LACE-001,,P27_613,9,350,5
LACE-001,,P4_27,9,350,10
LACE-001,,P4_30,9,350,6
LACE-001,,P6_27,9,350,10
LACE-002,,1,9,350,17
LACE-002,,001B,9,350,6
LACE-002,,2,9,350,9
LACE-002,,4,9,350,4
LACE-002,,6,9,350,9
LACE-002,,8,9,350,11
LACE-002,,P10_16,9,350,12
LACE-002,,P14_24,9,350,12
LACE-002,,P1B_30,9,350,7
LACE-002,,P27_613,9,350,10
LACE-002,,P4_27,9,350,11
LACE-002,,P4_30,9,350,8
LACE-002,,P6_27,9,350,12
LACE-003,,1,9,100,26
LACE-003,,001B,9,100,23
LACE-003,,2,9,100,0
LACE-003,,4,9,100,11
LACE-003,,6,9,100,1
LACE-003,,P10_16,9,100,1
LACE-003,,P14_24,9,100,2
LACE-003,,P1B_30,9,100,3
LACE-003,,P4_27,9,100,1
LACE-003,,P4_30,9,100,3
LACE-003,,P6_27,9,100,1
LACE-004,,1,9,150,2
LACE-004,,001B,9,150,9
LACE-004,,2,9,150,3
LACE-004,,4,9,150,3
LACE-004,,6,9,150,3
LACE-004,,8,9,150,2
LACE-004,,P10_16,9,150,8
LACE-004,,P14_24,9,150,3
LACE-004,,P1B_30,9,150,0
LACE-004,,P27_613,9,150,4
LACE-004,,P4_27,9,150,3
LACE-004,,P4_30,9,150,4
LACE-004,,P6_27,9,150,4
LACE-005,,1,9,140,27
LACE-005,,001B,9,140,0
LACE-005,,2,9,140,1
LACE-005,,4,9,140,35
LACE-005,,6,9,140,3
LACE-005,,8,9,140,4
LACE-005,,P10_16,9,140,10
LACE-005,,P14_24,9,140,3
LACE-005,,P1B_30,9,140,18
LACE-005,,P27_613,9,140,3
LACE-005,,P4_27,9,140,28
LACE-005,,P4_30,9,140,27
LACE-005,,P6_27,9,140,4
LACE-006,,1,9,150,-1
LACE-006,,001B,9,150,4
LACE-006,,2,9,150,2
LACE-006,,4,9,150,1
LACE-006,,6,9,150,8
LACE-006,,8,9,150,9
LACE-006,,P10_16,9,150,8
LACE-006,,P14_24,9,150,6
LACE-006,,P1B_30,9,150,6
LACE-006,,P27_613,9,150,4
LACE-006,,P4_27,9,150,13
LACE-006,,P4_30,9,150,3
LACE-006,,P6_27,9,150,6
LACE-007,,1,9,190,10
LACE-007,,001B,9,190,9
LACE-007,,2,9,190,6
LACE-007,,4,9,190,41
LACE-007,,6,9,190,1
LACE-007,,8,9,190,3
LACE-007,,P10_16,9,190,4
LACE-007,,P14_24,9,190,0
LACE-007,,P1B_30,9,190,7
LACE-007,,P27_613,9,190,3
LACE-007,,P4_27,9,190,12
LACE-007,,P4_30,9,190,1
LACE-007,,P6_27,9,190,0
LACE-008,,1,9,150,5
LACE-008,,001B,9,150,0
LACE-008,,2,9,150,0
LACE-008,,4,9,150,3
LACE-009,,1,9,150,4
LACE-009,,001B,9,150,0
LACE-009,,2,9,150,33
LACE-009,,4,9,150,39
LACE-009,,P1B_30,9,150,17
LACE-009,,P4_27,9,150,25
LACE-009,,P4_30,9,150,11
LACE-010,,1,9,70,55
LACE-010,,001B,9,70,22
LACE-010,,2,9,70,4
LACE-010,,4,9,70,12
LACE-010,,P1B_30,9,70,16
LACE-010,,P4_27,9,70,17
LACE-010,,P4_30,9,70,29
LACE-011,,1,9,80,1
LACE-011,,001B,9,80,-1
LACE-011,,2,9,80,0
LACE-011,,4,9,80,0
LACE-011,,P1B_30,9,80,5
LACE-011,,P4_27,9,80,15
LACE-011,,P4_30,9,80,0
LACE-012,,1,9,60,37
LACE-012,,001B,9,60,18
LACE-012,,2,9,60,5
LACE-012,,4,9,60,15
LESLIE,,1,5,11.5,32
LESLIE,,001B,5,11.5,21
LESLIE,,2,5,11.5,35
LESLIE,,DML4_33_130B,5,11.5,47
LESLIE,,F1B_30,5,11.5,34
LESLIE,,F4_30,5,11.5,43
LESLIE,,LXMD33_30_27,5,11.5,29
LESLIE,,LXMD8A_340A_26A,5,11.5,37
LILY,,1,5,20,1
LILY,,001B,5,20,-2
LILY,,2,5,20,0
LILY,,4,5,20,5
LILY,,24-27,5,20,0
LILY,,3T27,5,20,0
LILY,,3T332,5,20,1
LILY,,4007,5,20,0
LILY,,612,5,20,0
LILY,,F1B_30,5,20,0
LILY,,F237,5,20,1
LILY,,F4_30,5,20,0
LINDA,,1,2,5,0
LINDA,,001B,2,5,0
LINDA,,2,2,5,3
LINDA,,4,2,5,-3
LINDA,,F1B_27,2,5,0
LINDA,,F1B_30,2,5,0
LINDA,,F1B_33,2,5,2
LINDA,,F1B_350,2,5,3
LINDA,,F1B_BG,2,5,1
LINDA,,F27_613,2,5,0
LINDA,,TT1B_27,2,5,65
LINDA,,TT1B_30,2,5,52
LINDA,,TT1B_33,2,5,83
LINDA,,TT1B_350,2,5,126
LINDA,,TT4_27,2,5,26
LINSEY,,1,9,21,10
LINSEY,,001B,9,21,6
LINSEY,,2,9,21,8
LINSEY,,4,9,21,6
LINSEY,,HL2_27S,9,21,10
LINSEY,,HL2_350,9,21,2
LINSEY,,HL2_613,9,21,39
LINSEY,,HL2_BG,9,21,24
LINSEY,,HL4_27,9,21,9
LINSEY,,TTL1B_30,9,21,5
LINSEY,,TTL1B_33,9,21,10
LISA,,1,9,35,0
LISA,,001B,9,35,-1
LISA,,2,9,35,0
LISA,,4,9,35,11
LISA,,F1B_30,9,35,0
LISA,,F1B_33,9,35,15
LISA,,F1B_99J,9,35,21
LISA,,F1B_BG,9,35,34
LISA,,F237,9,35,4
LISA,,F4_27,9,35,15
LISA,,P27_613,9,35,3
LOC T,,1,2,4,58
LOC T,,001B,2,4,50
LOC T,,2,2,4,23
LOC T,,4,2,4,33
LOC T,,P1B_144,2,4,21
LOC T,,P1B_27,2,4,1
LOC T,,P1B_30,2,4,3
LOC T,,P1B_33,2,4,-1
LOC T,,P1B_350,2,4,14
LOC T,,P1B_99J,2,4,7
LOC T,,P1B_BG,2,4,1
LOLO,,1,3,4,35
LOLO,,001B,3,4,5
LOLO,,2,3,4,6
LOLO,,4,3,4,9
LOLO,,T1B_27,3,4,2
LOLO,,T1B_30,3,4,5
LOLO,,T1B_33,3,4,4
LOLO,,T1B_340,3,4,3
LOLO,,T1B_BG,3,4,4
LOLO,,T4_27,3,4,136
LOLO (WIG1),,T1B_30,3,0,43
LOLO (WIG2),,T1B_340,3,0,36
LOLO (WIG3),,T4_27,3,0,40
LULU,,001B,3,4,-4
LULU,,2,3,4,7
LULU,,4,3,4,11
LULU,,M99J_350,3,4,28
LULU,,P1B_144,3,4,52
LULU,,P1B_350,3,4,62
LULU,,P1B_99J,3,4,123
LULU,,P27_613,3,4,90
LULU,,P4_30,3,4,56
LULU,,P4_8,3,4,63
LYNN,,1,5,10,-2
LYNN,,001B,5,10,0
LYNN,,2,5,10,-1
LYNN,,4,5,10,0
LYNN,,F1B_27,5,10,0
LYNN,,F1B_30,5,10,0
LYNN,,F1B_33,5,10,-1
LYNN,,F1B_350,5,10,0
LYNN,,F237,5,10,-1
LYNN,,F27_613,5,10,0
LYNN,,TP1B_33,5,10,2
LYNN,,TP1B_BG,5,10,3
LYNN,,TT1B_BG,5,10,-6
LYNN,,TT4_27,5,10,0
M BRD1,,27,2,4.5,50
M BRD1,,30,2,4.5,29
M BRD1,,33,2,4.5,19
M BRD1,,144,2,4.5,14
M BRD1,,BURG,2,4.5,13
M BRD1,,M1B_144,2,4.5,112
M BRD1,,M30_144,2,4.5,76
M BRD1,,T1B_144,2,4.5,3
MARU,,1,9,20,-1
MARU,,001B,9,20,-3
MARU,,2,9,20,-1
MARU,,4,9,20,-1
MARU,,34,9,20,0
MARU,,280,9,20,0
MARU,,DX2216,9,20,11
MARU,,DX3147,9,20,0
MARU,,DX4130,9,20,7
MARU,,DX4145,9,20,13
MARU,,F1B_30,9,20,-2
MARU,,F1B_33,9,20,7
MARU,,F4_30,9,20,-1
MARY,,1,5,12.5,121
MARY,,001B,5,12.5,134
MARY,,2,5,12.5,104
MARY,,DML4_33_130B,5,12.5,121
MARY,,F1B_30,5,12.5,98
MARY,,F4_30,5,12.5,104
MARY,,LXMD33_30_27,5,12.5,102
MARY,,LXMD8A_340A_26A,5,12.5,104
MATCH BODY W,,1,8,8,7
MATCH BODY W,,001B,8,8,42
MATCH BODY W,,2,8,8,90
MATCH BODY W,,4,8,8,119
MATCH BODY W,,350,8,8,176
MATCH BODY W,,613,8,8,79
MATCH BODY W,,P1B_30,8,8,52
MATCH BODY W,,P27_30,8,8,120
MATCH BODY W,,P27_33,8,8,169
MATCH BODY W,,P30_33,8,8,179
