ID,PRODUCT_CODE,SKU,LENGTH,COLOR,TYPE,PRICE,STOCK,MANUFACTUREPRICE,WHOLESALEPRICE,REGULARPRICE,,,,
1008,DEJA-DW,DEJA-DW,14,P1B_27,Inch,30.50,49.00,26.00,26.00,61.00,,,,
1008,DEJA-DW,DEJA-DW,14,P1B_30,Inch,30.50,49.00,26.00,26.00,61.00,,,,
1008,DEJA-DW,DEJA-DW,14,P4_27,Inch,30.50,49.00,26.00,26.00,61.00,,,,
1008,DEJA-DW,DEJA-DW,14,P4_30,Inch,30.50,49.00,26.00,26.00,61.00,,,,
1008,DEJA-DW,DEJA-DW,16,1,Inch,34.50,200.00,29.50,29.50,69.00,,,,
1008,DEJA-DW,DEJA-DW,16,1B,Inch,34.50,300.00,29.50,29.50,69.00,,,,
1008,DEJA-DW,DEJA-DW,16,2,Inch,34.50,100.00,29.50,29.50,69.00,,,,
1008,DEJA-DW,DEJA-DW,16,4,Inch,34.50,100.00,29.50,29.50,69.00,,,,
1008,DEJA-DW,DEJA-DW,16,27,Inch,35.50,100.00,30.50,30.50,71.00,,,,
1008,DEJA-DW,DEJA-DW,16,30,Inch,34.50,100.00,29.50,29.50,69.00,,,,
1008,DEJA-DW,DEJA-DW,16,33,Inch,34.50,100.00,29.50,29.50,69.00,,,,
1008,DEJA-DW,DEJA-DW,16,P1B_27,Inch,36.50,50.00,31.50,31.50,73.00,,,,
1008,DEJA-DW,DEJA-DW,16,P1B_30,Inch,36.50,50.00,31.50,31.50,73.00,,,,
1008,DEJA-DW,DEJA-DW,16,P4_27,Inch,36.50,50.00,31.50,31.50,73.00,,,,
1008,DEJA-DW,DEJA-DW,16,P4_30,Inch,36.50,50.00,31.50,31.50,73.00,,,,
1008,DEJA-DW,DEJA-DW,18,1,Inch,43.00,200.00,36.50,36.50,86.00,,,,
1008,DEJA-DW,DEJA-DW,18,1B,Inch,43.00,300.00,36.50,36.50,86.00,,,,
1008,DEJA-DW,DEJA-DW,18,2,Inch,43.00,100.00,36.50,36.50,86.00,,,,
1008,DEJA-DW,DEJA-DW,18,4,Inch,43.00,100.00,36.50,36.50,86.00,,,,
1008,DEJA-DW,DEJA-DW,18,27,Inch,44.00,100.00,37.50,37.50,88.00,,,,
1008,DEJA-DW,DEJA-DW,18,30,Inch,43.00,100.00,36.50,36.50,86.00,,,,
1008,DEJA-DW,DEJA-DW,18,33,Inch,43.00,100.00,36.50,36.50,86.00,,,,
1008,DEJA-DW,DEJA-DW,18,P1B_27,Inch,45.00,50.00,38.50,38.50,90.00,,,,
1008,DEJA-DW,DEJA-DW,18,P1B_30,Inch,45.00,50.00,38.50,38.50,90.00,,,,
1008,DEJA-DW,DEJA-DW,18,P4_27,Inch,45.00,50.00,38.50,38.50,90.00,,,,
1008,DEJA-DW,DEJA-DW,18,P4_30,Inch,45.00,50.00,38.50,38.50,90.00,,,,
1009,DEJA-SC,DEJA-SC,10,1,Inch,15.00,200.00,13.00,13.00,30.00,,,,
1009,DEJA-SC,DEJA-SC,10,1B,Inch,15.00,300.00,13.00,13.00,30.00,,,,
1009,DEJA-SC,DEJA-SC,10,2,Inch,15.00,100.00,13.00,13.00,30.00,,,,
1009,DEJA-SC,DEJA-SC,10,4,Inch,15.00,100.00,13.00,13.00,30.00,,,,
1009,DEJA-SC,DEJA-SC,10,27,Inch,16.00,100.00,14.00,14.00,32.00,,,,
1009,DEJA-SC,DEJA-SC,10,30,Inch,15.00,100.00,13.00,13.00,30.00,,,,
1009,DEJA-SC,DEJA-SC,10,33,Inch,15.00,100.00,13.00,13.00,30.00,,,,
1009,DEJA-SC,DEJA-SC,10,P1B_27,Inch,17.00,50.00,15.00,15.00,34.00,,,,
1009,DEJA-SC,DEJA-SC,10,P1B_30,Inch,17.00,50.00,15.00,15.00,34.00,,,,
1009,DEJA-SC,DEJA-SC,10,P4_27,Inch,17.00,50.00,15.00,15.00,34.00,,,,
1009,DEJA-SC,DEJA-SC,10,P4_30,Inch,17.00,50.00,15.00,15.00,34.00,,,,
1009,DEJA-SC,DEJA-SC,12,1,Inch,21.00,200.00,18.00,18.00,42.00,,,,
1009,DEJA-SC,DEJA-SC,12,1B,Inch,21.00,300.00,18.00,18.00,42.00,,,,
1009,DEJA-SC,DEJA-SC,12,2,Inch,21.00,100.00,18.00,18.00,42.00,,,,
1009,DEJA-SC,DEJA-SC,12,4,Inch,21.00,100.00,18.00,18.00,42.00,,,,
1009,DEJA-SC,DEJA-SC,12,27,Inch,22.00,100.00,19.00,19.00,44.00,,,,
1009,DEJA-SC,DEJA-SC,12,30,Inch,21.00,100.00,18.00,18.00,42.00,,,,
1009,DEJA-SC,DEJA-SC,12,33,Inch,21.00,100.00,18.00,18.00,42.00,,,,
1009,DEJA-SC,DEJA-SC,12,P1B_27,Inch,23.00,50.00,20.00,20.00,46.00,,,,
1009,DEJA-SC,DEJA-SC,12,P1B_30,Inch,23.00,50.00,20.00,20.00,46.00,,,,
1009,DEJA-SC,DEJA-SC,12,P4_27,Inch,23.00,50.00,20.00,20.00,46.00,,,,
1009,DEJA-SC,DEJA-SC,12,P4_30,Inch,23.00,50.00,20.00,20.00,46.00,,,,
1009,DEJA-SC,DEJA-SC,14,1,Inch,29.00,200.00,24.50,24.50,58.00,,,,
1009,DEJA-SC,DEJA-SC,14,1B,Inch,29.00,300.00,24.50,24.50,58.00,,,,
1009,DEJA-SC,DEJA-SC,14,2,Inch,29.00,100.00,24.50,24.50,58.00,,,,
1009,DEJA-SC,DEJA-SC,14,4,Inch,29.00,100.00,24.50,24.50,58.00,,,,
1009,DEJA-SC,DEJA-SC,14,27,Inch,30.00,100.00,25.50,25.50,60.00,,,,
1009,DEJA-SC,DEJA-SC,14,30,Inch,29.00,100.00,24.50,24.50,58.00,,,,
1009,DEJA-SC,DEJA-SC,14,33,Inch,29.00,100.00,24.50,24.50,58.00,,,,
1009,DEJA-SC,DEJA-SC,14,P1B_27,Inch,31.00,50.00,26.50,26.50,62.00,,,,
1009,DEJA-SC,DEJA-SC,14,P1B_30,Inch,31.00,50.00,26.50,26.50,62.00,,,,
1009,DEJA-SC,DEJA-SC,14,P4_27,Inch,31.00,50.00,26.50,26.50,62.00,,,,
1009,DEJA-SC,DEJA-SC,14,P4_30,Inch,31.00,50.00,26.50,26.50,62.00,,,,
1009,DEJA-SC,DEJA-SC,16,1,Inch,35.50,200.00,30.00,30.00,71.00,,,,
1009,DEJA-SC,DEJA-SC,16,1B,Inch,35.50,300.00,30.00,30.00,71.00,,,,
1009,DEJA-SC,DEJA-SC,16,2,Inch,35.50,100.00,30.00,30.00,71.00,,,,
1009,DEJA-SC,DEJA-SC,16,4,Inch,35.50,100.00,30.00,30.00,71.00,,,,
1009,DEJA-SC,DEJA-SC,16,27,Inch,36.50,100.00,31.00,31.00,73.00,,,,
1009,DEJA-SC,DEJA-SC,16,30,Inch,35.50,100.00,30.00,30.00,71.00,,,,
1009,DEJA-SC,DEJA-SC,16,33,Inch,35.50,100.00,30.00,30.00,71.00,,,,
1009,DEJA-SC,DEJA-SC,16,P1B_27,Inch,37.50,50.00,32.00,32.00,75.00,,,,
1009,DEJA-SC,DEJA-SC,16,P1B_30,Inch,37.50,50.00,32.00,32.00,75.00,,,,
1009,DEJA-SC,DEJA-SC,16,P4_27,Inch,37.50,50.00,32.00,32.00,75.00,,,,
1009,DEJA-SC,DEJA-SC,16,P4_30,Inch,37.50,50.00,32.00,32.00,75.00,,,,
1009,DEJA-SC,DEJA-SC,18,1,Inch,44.00,199.00,37.50,37.50,88.00,,,,
1009,DEJA-SC,DEJA-SC,18,1B,Inch,44.00,299.00,37.50,37.50,88.00,,,,
1009,DEJA-SC,DEJA-SC,18,2,Inch,44.00,99.00,37.50,37.50,88.00,,,,
1009,DEJA-SC,DEJA-SC,18,4,Inch,44.00,99.00,37.50,37.50,88.00,,,,
1009,DEJA-SC,DEJA-SC,18,27,Inch,45.00,99.00,38.50,38.50,90.00,,,,
1009,DEJA-SC,DEJA-SC,18,30,Inch,44.00,99.00,37.50,37.50,88.00,,,,
1009,DEJA-SC,DEJA-SC,18,33,Inch,44.00,99.00,37.50,37.50,88.00,,,,
1009,DEJA-SC,DEJA-SC,18,P1B_27,Inch,46.00,49.00,39.50,39.50,92.00,,,,
1009,DEJA-SC,DEJA-SC,18,P1B_30,Inch,46.00,49.00,39.50,39.50,92.00,,,,
1009,DEJA-SC,DEJA-SC,18,P4_27,Inch,46.00,49.00,39.50,39.50,92.00,,,,
1009,DEJA-SC,DEJA-SC,18,P4_30,Inch,46.00,49.00,39.50,39.50,92.00,,,,
1010,DEJA-SY ,DEJA-SY ,8,1,Inch,9.50,400.00,8.50,8.50,19.00,,,,
1010,DEJA-SY ,DEJA-SY ,8,1B,Inch,9.50,500.00,8.50,8.50,19.00,,,,
1010,DEJA-SY ,DEJA-SY ,8,2,Inch,9.50,300.00,8.50,8.50,19.00,,,,
1010,DEJA-SY ,DEJA-SY ,8,4,Inch,9.50,200.00,8.50,8.50,19.00,,,,
1010,DEJA-SY ,DEJA-SY ,8,27,Inch,10.50,200.00,9.50,9.50,21.00,,,,
1010,DEJA-SY ,DEJA-SY ,8,30,Inch,9.50,100.00,8.50,8.50,19.00,,,,
1010,DEJA-SY ,DEJA-SY ,8,33,Inch,9.50,100.00,8.50,8.50,19.00,,,,
1010,DEJA-SY ,DEJA-SY ,8,P1B_27,Inch,11.50,50.00,10.50,10.50,23.00,,,,
1010,DEJA-SY ,DEJA-SY ,8,P1B_30,Inch,11.50,50.00,10.50,10.50,23.00,,,,
1010,DEJA-SY ,DEJA-SY ,8,P4_27,Inch,11.50,50.00,10.50,10.50,23.00,,,,
1010,DEJA-SY ,DEJA-SY ,8,P4_30,Inch,11.50,50.00,10.50,10.50,23.00,,,,
1010,DEJA-SY ,DEJA-SY ,10,1,Inch,12.50,400.00,10.50,10.50,25.00,,,,
1010,DEJA-SY ,DEJA-SY ,10,1B,Inch,12.50,500.00,10.50,10.50,25.00,,,,
1010,DEJA-SY ,DEJA-SY ,10,2,Inch,12.50,300.00,10.50,10.50,25.00,,,,
1010,DEJA-SY ,DEJA-SY ,10,4,Inch,12.50,200.00,10.50,10.50,25.00,,,,
1010,DEJA-SY ,DEJA-SY ,10,27,Inch,13.50,200.00,11.50,11.50,27.00,,,,
1010,DEJA-SY ,DEJA-SY ,10,30,Inch,12.50,100.00,10.50,10.50,25.00,,,,
1010,DEJA-SY ,DEJA-SY ,10,33,Inch,12.50,100.00,10.50,10.50,25.00,,,,
1010,DEJA-SY ,DEJA-SY ,10,P1B_27,Inch,14.50,50.00,12.50,12.50,29.00,,,,
1010,DEJA-SY ,DEJA-SY ,10,P1B_30,Inch,14.50,50.00,12.50,12.50,29.00,,,,
1010,DEJA-SY ,DEJA-SY ,10,P4_27,Inch,14.50,50.00,12.50,12.50,29.00,,,,
1010,DEJA-SY ,DEJA-SY ,10,P4_30,Inch,14.50,50.00,12.50,12.50,29.00,,,,
1010,DEJA-SY ,DEJA-SY ,12,1,Inch,18.50,399.00,15.50,15.50,37.00,,,,
1010,DEJA-SY ,DEJA-SY ,12,1B,Inch,18.50,499.00,15.50,15.50,37.00,,,,
1010,DEJA-SY ,DEJA-SY ,12,2,Inch,18.50,299.00,15.50,15.50,37.00,,,,
1010,DEJA-SY ,DEJA-SY ,12,4,Inch,18.50,199.00,15.50,15.50,37.00,,,,
1010,DEJA-SY ,DEJA-SY ,12,27,Inch,19.50,199.00,16.50,16.50,39.00,,,,
1010,DEJA-SY ,DEJA-SY ,12,30,Inch,18.50,99.00,15.50,15.50,37.00,,,,
1010,DEJA-SY ,DEJA-SY ,12,33,Inch,18.50,99.00,15.50,15.50,37.00,,,,
1010,DEJA-SY ,DEJA-SY ,12,P1B_27,Inch,20.50,49.00,17.50,17.50,41.00,,,,
1010,DEJA-SY ,DEJA-SY ,12,P1B_30,Inch,20.50,49.00,17.50,17.50,41.00,,,,
1010,DEJA-SY ,DEJA-SY ,12,P4_27,Inch,20.50,49.00,17.50,17.50,41.00,,,,
1010,DEJA-SY ,DEJA-SY ,12,P4_30,Inch,20.50,49.00,17.50,17.50,41.00,,,,
1010,DEJA-SY ,DEJA-SY ,14,1,Inch,26.50,200.00,22.50,22.50,53.00,,,,
1010,DEJA-SY ,DEJA-SY ,14,1B,Inch,26.50,299.00,22.50,22.50,53.00,,,,
1010,DEJA-SY ,DEJA-SY ,14,2,Inch,26.50,200.00,22.50,22.50,53.00,,,,
1010,DEJA-SY ,DEJA-SY ,14,4,Inch,26.50,100.00,22.50,22.50,53.00,,,,
1010,DEJA-SY ,DEJA-SY ,14,27,Inch,27.50,100.00,23.50,23.50,55.00,,,,
1010,DEJA-SY ,DEJA-SY ,14,30,Inch,26.50,100.00,22.50,22.50,53.00,,,,
1010,DEJA-SY ,DEJA-SY ,14,33,Inch,26.50,100.00,22.50,22.50,53.00,,,,
1010,DEJA-SY ,DEJA-SY ,14,P1B_27,Inch,28.50,50.00,24.50,24.50,57.00,,,,
1010,DEJA-SY ,DEJA-SY ,14,P1B_30,Inch,28.50,50.00,24.50,24.50,57.00,,,,
1010,DEJA-SY ,DEJA-SY ,14,P4_27,Inch,28.50,50.00,24.50,24.50,57.00,,,,
1010,DEJA-SY ,DEJA-SY ,14,P4_30,Inch,28.50,50.00,24.50,24.50,57.00,,,,
1010,DEJA-SY ,DEJA-SY ,16,1,Inch,32.50,200.00,27.50,27.50,65.00,,,,
1010,DEJA-SY ,DEJA-SY ,16,1B,Inch,32.50,299.00,27.50,27.50,65.00,,,,
1010,DEJA-SY ,DEJA-SY ,16,2,Inch,32.50,200.00,27.50,27.50,65.00,,,,
1010,DEJA-SY ,DEJA-SY ,16,4,Inch,32.50,100.00,27.50,27.50,65.00,,,,
1010,DEJA-SY ,DEJA-SY ,16,27,Inch,33.50,100.00,28.50,28.50,67.00,,,,
1010,DEJA-SY ,DEJA-SY ,16,30,Inch,32.50,100.00,27.50,27.50,65.00,,,,
1010,DEJA-SY ,DEJA-SY ,16,33,Inch,32.50,100.00,27.50,27.50,65.00,,,,
1010,DEJA-SY ,DEJA-SY ,16,P1B_27,Inch,34.50,50.00,29.50,29.50,69.00,,,,
1010,DEJA-SY ,DEJA-SY ,16,P1B_30,Inch,34.50,50.00,29.50,29.50,69.00,,,,
1010,DEJA-SY ,DEJA-SY ,16,P4_27,Inch,34.50,50.00,29.50,29.50,69.00,,,,
1010,DEJA-SY ,DEJA-SY ,16,P4_30,Inch,34.50,50.00,29.50,29.50,69.00,,,,
1010,DEJA-SY ,DEJA-SY ,18,1,Inch,41.00,200.00,35.00,35.00,82.00,,,,
1010,DEJA-SY ,DEJA-SY ,18,1B,Inch,41.00,300.00,35.00,35.00,82.00,,,,
1010,DEJA-SY ,DEJA-SY ,18,2,Inch,41.00,100.00,35.00,35.00,82.00,,,,
1010,DEJA-SY ,DEJA-SY ,18,4,Inch,41.00,100.00,35.00,35.00,82.00,,,,
1010,DEJA-SY ,DEJA-SY ,18,27,Inch,42.00,100.00,36.00,36.00,84.00,,,,
1010,DEJA-SY ,DEJA-SY ,18,30,Inch,41.00,100.00,35.00,35.00,82.00,,,,
1010,DEJA-SY ,DEJA-SY ,18,33,Inch,41.00,100.00,35.00,35.00,82.00,,,,
1010,DEJA-SY ,DEJA-SY ,18,P1B_27,Inch,43.00,50.00,37.00,37.00,86.00,,,,
1010,DEJA-SY ,DEJA-SY ,18,P1B_30,Inch,43.00,50.00,37.00,37.00,86.00,,,,
1010,DEJA-SY ,DEJA-SY ,18,P4_27,Inch,43.00,50.00,37.00,37.00,86.00,,,,
1010,DEJA-SY ,DEJA-SY ,18,P4_30,Inch,43.00,50.00,37.00,37.00,86.00,,,,
25,DIANA,DIANA,,1,Inch,102.94,46,87.50,87.50,205.88,,,,
25,DIANA,DIANA,,1B,Inch,102.94,73,87.50,87.50,205.88,,,,
25,DIANA,DIANA,,2,Inch,102.94,44,87.50,87.50,205.88,,,,
25,DIANA,DIANA,,4,Inch,102.94,28,87.50,87.50,205.88,,,,
25,DIANA,DIANA,,6,Inch,102.94,28,87.50,87.50,205.88,,,,
25,DIANA,DIANA,,F10_16,Inch,102.94,22,87.50,87.50,205.88,,,,
25,DIANA,DIANA,,F14_24,Inch,102.94,24,87.50,87.50,205.88,,,,
25,DIANA,DIANA,,F1B_30,Inch,102.94,25,87.50,87.50,205.88,,,,
25,DIANA,DIANA,,F1B_BURG,Inch,102.94,25,87.50,87.50,205.88,,,,
25,DIANA,DIANA,,F27_613,Inch,102.94,23,87.50,87.50,205.88,,,,
25,DIANA,DIANA,,F4_27,Inch,102.94,24,87.50,87.50,205.88,,,,
25,DIANA,DIANA,,F4_30,Inch,102.94,24,87.50,87.50,205.88,,,,
25,DIANA,DIANA,,F6_27,Inch,102.94,23,87.50,87.50,205.88,,,,
26,EMILY ,EMILY,,1,Inch,13.53,91,11.50,11.50,27.06,,,,
26,EMILY ,EMILY,,001B,Inch,13.53,124,11.50,11.50,27.06,,,,
26,EMILY ,EMILY,,2,Inch,13.53,92,11.50,11.50,27.06,,,,
26,EMILY ,EMILY,,4,Inch,13.53,99,11.50,11.50,27.06,,,,
26,EMILY ,EMILY,,3T1B_30,Inch,17.06,31,14.50,14.50,34.12,,,,
26,EMILY ,EMILY,,3T1B_33,Inch,17.06,0,14.50,14.50,34.12,,,,
26,EMILY ,EMILY,,3T4_613,Inch,17.06,0,14.50,14.50,34.12,,,,
26,EMILY ,EMILY,,3T5004,Inch,17.06,32,14.50,14.50,34.12,,,,
26,EMILY ,EMILY,,DX2216,Inch,13.53,31,11.50,11.50,27.06,,,,
26,EMILY ,EMILY,,DX3147,Inch,13.53,30,11.50,11.50,27.06,,,,
26,EMILY ,EMILY,,DX4733,Inch,13.53,31,11.50,11.50,27.06,,,,
26,EMILY ,EMILY,,LX3316,Inch,13.53,32,11.50,11.50,27.06,,,,
26,EMILY ,EMILY,,SOM7002,Inch,17.06,31,14.50,14.50,34.12,,,,
26,EMILY ,EMILY,,SOM7003,Inch,17.06,32,14.50,14.50,34.12,,,,
26,EMILY ,EMILY,,SOM7005,Inch,17.06,30,14.50,14.50,34.12,,,,
26,EMILY ,EMILY,,SOM7008,Inch,17.06,32,14.50,14.50,34.12,,,,
26,EMILY ,EMILY,,SOM7016,Inch,17.06,31,14.50,14.50,34.12,,,,
26,EMILY ,EMILY,,TT_BURG,Inch,17.06,27,14.50,14.50,34.12,,,,
26,EMILY ,EMILY,,TT1B_RED,Inch,17.06,33,14.50,14.50,34.12,,,,
26,EMILY ,EMILY,,TT4_27,Inch,17.06,32,14.50,14.50,34.12,,,,
19,FAC-BW, CHINESE VIRGIN SHUN FA BODY WAVE,10,NATURAL,Inch,17.06,221,14.50,14.50,34.12,,,,
19,FAC-BW, CHINESE VIRGIN SHUN FA BODY WAVE,12,NATURAL,Inch,23.53,412,20.00,20.00,47.06,,,,
19,FAC-BW, CHINESE VIRGIN SHUN FA BODY WAVE,14,NATURAL,Inch,34.12,210,29.00,29.00,68.24,,,,
19,FAC-BW, CHINESE VIRGIN SHUN FA BODY WAVE,16,NATURAL,Inch,42.94,628,36.50,36.50,85.88,,,,
19,FAC-BW, CHINESE VIRGIN SHUN FA BODY WAVE,18,NATURAL,Inch,52.35,314,44.50,44.50,104.71,,,,
19,FAC-BW, CHINESE VIRGIN SHUN FA BODY WAVE,20,NATURAL,Inch,61.18,0,52.00,52.00,122.35,,,,
20,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,10,NATURAL,Inch,17.06,871,14.50,14.50,34.12,,,,
20,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,12,NATURAL,Inch,23.53,970,20.00,20.00,47.06,,,,
20,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,14,NATURAL,Inch,34.12,651,29.00,29.00,68.24,,,,
20,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,16,NATURAL,Inch,42.94,565,36.50,36.50,85.88,,,,
20,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,18,NATURAL,Inch,52.35,573,44.50,44.50,104.71,,,,
20,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,20,NATURAL,Inch,61.18,370,52.00,52.00,122.35,,,,
20,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,22,NATURAL,Inch,70.59,364,60.00,60.00,141.18,,,,
20,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,24,NATURAL,Inch,76.47,281,65.00,65.00,152.94,,,,
20,FAC-NA,CHINESE VIRGIN SHUN FA NATURAL WAVE,26,NATURAL,Inch,82.94,384,70.50,70.50,165.88,,,,
27,FRANCES,FRANCES,,1,Inch,14.71,99,12.50,12.50,29.41,,,,
27,FRANCES,FRANCES,,001B,Inch,14.71,135,12.50,12.50,29.41,,,,
27,FRANCES,FRANCES,,2,Inch,14.71,100,12.50,12.50,29.41,,,,
27,FRANCES,FRANCES,,4,Inch,14.71,102,12.50,12.50,29.41,,,,
27,FRANCES,FRANCES,,3T1B_30,Inch,18.24,32,15.50,15.50,36.47,,,,
27,FRANCES,FRANCES,,3T1B_33,Inch,18.24,0,15.50,15.50,36.47,,,,
27,FRANCES,FRANCES,,3T4_613,Inch,18.24,0,15.50,15.50,36.47,,,,
27,FRANCES,FRANCES,,3T5004,Inch,18.24,33,15.50,15.50,36.47,,,,
27,FRANCES,FRANCES,,DX2216,Inch,14.71,32,12.50,12.50,29.41,,,,
27,FRANCES,FRANCES,,DX3147,Inch,14.71,33,12.50,12.50,29.41,,,,
27,FRANCES,FRANCES,,DX4733,Inch,14.71,33,12.50,12.50,29.41,,,,
27,FRANCES,FRANCES,,LX3316,Inch,14.71,31,12.50,12.50,29.41,,,,
27,FRANCES,FRANCES,,SOM7002,Inch,18.24,34,15.50,15.50,36.47,,,,
27,FRANCES,FRANCES,,SOM7003,Inch,18.24,34,15.50,15.50,36.47,,,,
27,FRANCES,FRANCES,,SOM7005,Inch,18.24,33,15.50,15.50,36.47,,,,
27,FRANCES,FRANCES,,SOM7008,Inch,18.24,33,15.50,15.50,36.47,,,,
27,FRANCES,FRANCES,,SOM7016,Inch,18.24,29,15.50,15.50,36.47,,,,
27,FRANCES,FRANCES,,TT_BURG,Inch,18.24,34,15.50,15.50,36.47,,,,
27,FRANCES,FRANCES,,TT1B_RED,Inch,18.24,33,15.50,15.50,36.47,,,,
27,FRANCES,FRANCES,,TT4_27,Inch,18.24,32,15.50,15.50,36.47,,,,
28,GLORIA,GLORIA,,1,Inch,13.53,91,11.50,11.50,27.06,,,,
28,GLORIA,GLORIA,,1B,Inch,13.53,124,11.50,11.50,27.06,,,,
28,GLORIA,GLORIA,,2,Inch,13.53,96,11.50,11.50,27.06,,,,
28,GLORIA,GLORIA,,3T1B_30,Inch,13.53,101,11.50,11.50,27.06,,,,
28,GLORIA,GLORIA,,3T1B_33,Inch,17.06,31,14.50,14.50,34.12,,,,
28,GLORIA,GLORIA,,3T4_613,Inch,17.06,0,14.50,14.50,34.12,,,,
28,GLORIA,GLORIA,,3T5004,Inch,17.06,0,14.50,14.50,34.12,,,,
28,GLORIA,GLORIA,,4,Inch,17.06,32,14.50,14.50,34.12,,,,
28,GLORIA,GLORIA,,DX2216,Inch,13.53,30,11.50,11.50,27.06,,,,
28,GLORIA,GLORIA,,DX3147,Inch,13.53,31,11.50,11.50,27.06,,,,
28,GLORIA,GLORIA,,DX4733,Inch,13.53,31,11.50,11.50,27.06,,,,
28,GLORIA,GLORIA,,LX3316,Inch,13.53,31,11.50,11.50,27.06,,,,
28,GLORIA,GLORIA,,SOM7002,Inch,17.06,31,14.50,14.50,34.12,,,,
28,GLORIA,GLORIA,,SOM7003,Inch,17.06,33,14.50,14.50,34.12,,,,
28,GLORIA,GLORIA,,SOM7005,Inch,17.06,31,14.50,14.50,34.12,,,,
28,GLORIA,GLORIA,,SOM7008,Inch,17.06,28,14.50,14.50,34.12,,,,
28,GLORIA,GLORIA,,SOM7016,Inch,17.06,32,14.50,14.50,34.12,,,,
28,GLORIA,GLORIA,,TT_BURG,Inch,17.06,30,14.50,14.50,34.12,,,,
28,GLORIA,GLORIA,,TT1B_RED,Inch,17.06,33,14.50,14.50,34.12,,,,
28,GLORIA,GLORIA,,TT4_27,Inch,17.06,31,14.50,14.50,34.12,,,,
3,HILDA,HILDA,,1,Inch,15.29,94,13.00,13.00,30.59,,,,
3,HILDA,HILDA,,1B,Inch,15.29,149,13.00,13.00,30.59,,,,
3,HILDA,HILDA,,2,Inch,15.29,99,13.00,13.00,30.59,,,,
3,HILDA,HILDA,,4,Inch,15.29,74,13.00,13.00,30.59,,,,
3,HILDA,HILDA,,F1B_30,Inch,15.29,50,13.00,13.00,30.59,,,,
3,HILDA,HILDA,,F1B_BURG,Inch,15.29,49,13.00,13.00,30.59,,,,
3,HILDA,HILDA,,F4_30,Inch,15.29,49,13.00,13.00,30.59,,,,
3,HILDA,HILDA,,T4_30_27,Inch,15.29,48,13.00,13.00,30.59,,,,
29,IRIS,IRIS,,1,Inch,109.41,37,93.00,93.00,218.82,,,,
29,IRIS,IRIS,,F6_27,Inch,109.41,55,93.00,93.00,218.82,,,,
29,IRIS,IRIS,,1B,Inch,109.41,39,93.00,93.00,218.82,,,,
29,IRIS,IRIS,,2,Inch,109.41,21,93.00,93.00,218.82,,,,
29,IRIS,IRIS,,4,Inch,109.41,30,93.00,93.00,218.82,,,,
29,IRIS,IRIS,,6,Inch,109.41,22,93.00,93.00,218.82,,,,
29,IRIS,IRIS,,F10_16,Inch,109.41,24,93.00,93.00,218.82,,,,
29,IRIS,IRIS,,F14_24,Inch,109.41,20,93.00,93.00,218.82,,,,
29,IRIS,IRIS,,F1B_30,Inch,109.41,25,93.00,93.00,218.82,,,,
29,IRIS,IRIS,,F1B_BURG,Inch,109.41,22,93.00,93.00,218.82,,,,
29,IRIS,IRIS,,F27_613,Inch,109.41,22,93.00,93.00,218.82,,,,
29,IRIS,IRIS,,F4_27,Inch,109.41,19,93.00,93.00,218.82,,,,
29,IRIS,IRIS,,F4_30,Inch,109.41,24,93.00,93.00,218.82,,,,
30,ISABELLA,ISABELLA,,1,Inch,20.59,107,17.50,17.50,41.18,,,,
30,ISABELLA,ISABELLA,,001B,Inch,20.59,149,17.50,17.50,41.18,,,,
30,ISABELLA,ISABELLA,,2,Inch,20.59,108,17.50,17.50,41.18,,,,
30,ISABELLA,ISABELLA,,4,Inch,20.59,109,17.50,17.50,41.18,,,,
30,ISABELLA,ISABELLA,,3T1B_30,Inch,24.12,42,20.50,20.50,48.24,,,,
30,ISABELLA,ISABELLA,,3T1B_33,Inch,24.12,0,20.50,20.50,48.24,,,,
30,ISABELLA,ISABELLA,,3T4_613,Inch,24.12,0,20.50,20.50,48.24,,,,
30,ISABELLA,ISABELLA,,3T5004,Inch,24.12,42,20.50,20.50,48.24,,,,
30,ISABELLA,ISABELLA,,DX2216,Inch,20.59,43,17.50,17.50,41.18,,,,
30,ISABELLA,ISABELLA,,DX3147,Inch,20.59,44,17.50,17.50,41.18,,,,
30,ISABELLA,ISABELLA,,DX4733,Inch,20.59,44,17.50,17.50,41.18,,,,
30,ISABELLA,ISABELLA,,LX3316,Inch,20.59,42,17.50,17.50,41.18,,,,
30,ISABELLA,ISABELLA,,SOM7002,Inch,24.12,43,20.50,20.50,48.24,,,,
30,ISABELLA,ISABELLA,,SOM7003,Inch,24.12,44,20.50,20.50,48.24,,,,
30,ISABELLA,ISABELLA,,SOM7005,Inch,24.12,43,20.50,20.50,48.24,,,,
30,ISABELLA,ISABELLA,,SOM7008,Inch,24.12,43,20.50,20.50,48.24,,,,
30,ISABELLA,ISABELLA,,SOM7016,Inch,24.12,44,20.50,20.50,48.24,,,,
