PRODUCT_CODE,USER_ID,SUPPLIER_CODE,CATEGORY,SUBCATEGORY,SUB_SUBCATEGORY,PRODUCT_NAME,IMAGES,HAIR_TYPE,HAIR_TYPE_LENGTH,HAIR_TYPE_STYLE,QUANTITY,QUANTITY_TYPE,MANUFACTURE_PRICE,WHOLESALE_PRICE,MSRP_PRICE,DISCOUNT_OPTION_CHECK,DISCOUNT_OPTION_VALUE,SPECIAL_PROMOTION_CHECK,SPECIAL_PROMOTION_VALUE,DELIVERY_TIME,DROPSHIP,SHIPPING_METHOD,SHIPPING_PRICE,PLACE_ORIGIN,PACKAGE_WEIGHT,PACKAGE_UNIT,DESCRIPTION,PRODUCT_SEEN,SKU,LENGTH,COLOR,PRICE,STOCK,MPRICE,WPRICE,RPRICE,LENGTH_SIZE,MIN_QUANTITY
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,14,P18_613,104,17,52,52,156,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,14,P1B_30,68,7,34,34,102,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,14,P1B_33,68,2,34,34,102,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,14,P1B_BG,78,2,39,39,117,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,14,P24_613,104,80,52,52,156,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,14,P27_24,104,135,52,52,156,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,14,P27_33,78,2,39,39,117,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,14,P27_613,134,107,67,67,201,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,14,P4_613,104,153,52,52,156,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,14,P6_24,104,30,52,52,156,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,14,P6_27,78,96,39,39,117,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,14,P6_613,104,57,52,52,156,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,16,1,74,26,37,37,111,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,16,2,74,77,37,37,111,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,16,4,74,8,37,37,111,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,16,22,124,20,62,62,186,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,16,350,98,30,49,49,147,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,16,001B,74,20,37,37,111,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,16,P1B_30,78,16,39,39,117,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,16,P1B_33,78,17,39,39,117,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,16,P1B_BG,98,16,49,49,147,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,16,P27_24,124,6,62,62,186,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,16,P27_30,98,2,49,49,147,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,16,P27_33,98,4,49,49,147,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,16,P4_30,78,3,39,39,117,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,16,P4_613,124,68,62,62,186,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,18,4,88,2,44,44,132,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,18,30,88,10,44,44,132,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,18,350,112,15,56,56,168,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,18,P18_22,138,5,69,69,207,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,18,P1B_30,92,18,46,46,138,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,18,P1B_33,92,12,46,46,138,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,18,P1B_BG,112,4,56,56,168,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,18,P27_24,138,7,69,69,207,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,18,P27_33,112,6,56,56,168,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,18,P6_27,112,4,56,56,168,,1
STW10 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,SILHOUETTE SILKY WEAVING,1446118870c98203_silky.jpg ,human hair,"long,mediom",straight,1,Pieces,0,38,75,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,"<p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">SILKY HUMAN WEAVING</font></p><p align=""center"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;""><font size=""4"">100% HUMAN HAIR</font></p>",14,STW,28A,1,200,36,100,100,300,,1
NSW18 ,55,info@sinahair.com,WEAVING,Human Hair Weaving,,NSW18 ,1446189389wet&wavy.jpg ,human hair,"long,mediom",sprial curl,1,Pieces,0,56,111.38,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,<br>,4,,,,,,,,,Inch,1
STUNNING LADY ,55,info@sinahair.com,WEAVING,Synthetic Hair Weaving,,STUNNING LADY ,1446190148c53384_Stunning.jpg ,synthetic hair,,small wave,1,Pieces,0,5,10,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,<br>,1,,,,,,,,,Inch,1
GRACEFUL LADY ,55,info@sinahair.com,WEAVING,Synthetic Hair Weaving,,GRACEFUL LADY ,1446191416c53291_graysfull.jpg ,synthetic hair,"long,mediom","small wave,sprial curl",1,Pieces,0,5,10,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,<br>,1,,,,,,,,,Inch,1
INTELLI LADY ,55,info@sinahair.com,WEAVING,Synthetic Hair Weaving,,INTELLI LADY ,1446192062c53167_intelli.jpg ,synthetic hair,"long,mediom","small wave,sprial curl",1,Pieces,0,5,10,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,<br>,0,,,,,,,,,Inch,1
ELEGANT LADY ,55,info@sinahair.com,WEAVING,Synthetic Hair Weaving,,ELEGANT LADY ,1446192303c53001_elegant.jpg ,synthetic hair,"long,mediom","small wave,sprial curl",1,Pieces,0,5,10,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,<br>,2,,,,,,,,,Inch,1
S YK18 ,55,info@sinahair.com,WEAVING,Synthetic Hair Weaving,,S YK18 ,1446200233S-YK18-4.jpg ,synthetic hair,"bob,long","small wave,sprial curl",1,Pieces,0,5,10,0,,0,,2nd Shipping,Yes,UPS,0,China,1,Ib,<br>,0,,,,,,,,,Inch,1
S YK12 ,55,info@sinahair.com,WEAVING,Synthetic Hair Weaving,,S YK12 ,1446200651syn_yaki_patrice_03.jpg ,synthetic hair,long,"loose body cut,loose deep cut",1,Pieces,0,9,18,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,<br>,0,,,,,,,,,Inch,1
NEW D WAVE,55,info@sinahair.com,WEAVING,Synthetic Hair Weaving,,NEW D WAVE,1446200882new_deep_wave.jpg ,,,,1,Pieces,0,9,18,0,,0,,2nd Shipping,Yes,UPS,0,China,1,Ib,<br>,1,,,,,,,,,Inch,1
DISCO L,55,info@sinahair.com,WEAVING,Synthetic Hair Weaving,,DISCO L,1446201650DISCO-1.jpg ,synthetic hair,bob,"loose body cut,small wave,sprial curl",1,Pieces,0,9,18,0,,0,,2nd Shipping,Yes,UPS,0,China,1,Ib,<br>,0,,,,,,,,,Inch,1
CRIMP ,55,info@sinahair.com,WEAVING,Synthetic Hair Weaving,,CRIMP ,1446201902Copy-of-S-CRIMP-2.jpg ,synthetic hair,long,"layered cut,straight",1,Pieces,0,9,18,0,,0,,2nd Shipping,Yes,UPS,0,China,1,Ib,<br>,0,,,,,,,,,Inch,1
BODY WAV ,55,info@sinahair.com,WEAVING,Synthetic Hair Weaving,,BODY WAV ,1446202085BODYWAVE.jpg ,synthetic hair,long,small wave,1,Pieces,0,9,18,0,,0,,2nd Shipping,Yes,UPS,0,China,1,Ib,<br>,1,,,,,,,,,Inch,1
WB18 ,55,info@sinahair.com,BRAID,Humain Hair Wave,,WB18 ,1446284950water.jpg ,,,,1,Pieces,0,47,93,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,<br>,7,WB18,,P4_30,113.7,10,,,,Inch,1
WB18 ,55,info@sinahair.com,BRAID,Humain Hair Wave,,WB18 ,1446284950water.jpg ,,,,1,Pieces,0,47,93,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,<br>,7, WB18,,P4_27,113.7,23,,,,Inch,1
WB18 ,55,info@sinahair.com,BRAID,Humain Hair Wave,,WB18 ,1446284950water.jpg ,,,,1,Pieces,0,47,93,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,<br>,7, WB18,,P30_144,119.7,18,,,,Inch,1
WB18 ,55,info@sinahair.com,BRAID,Humain Hair Wave,,WB18 ,1446284950water.jpg ,,,,1,Pieces,0,47,93,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,<br>,7, WB18,,P27_613,119.7,12,,,,Inch,1
WB18 ,55,info@sinahair.com,BRAID,Humain Hair Wave,,WB18 ,1446284950water.jpg ,,,,1,Pieces,0,47,93,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,<br>,7, WB18,,P1B_BG,113.7,9,,,,Inch,1
WB18 ,55,info@sinahair.com,BRAID,Humain Hair Wave,,WB18 ,1446284950water.jpg ,,,,1,Pieces,0,47,93,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,<br>,7, WB18,,P1B_99J,113.7,10,,,,Inch,1
WB18 ,55,info@sinahair.com,BRAID,Humain Hair Wave,,WB18 ,1446284950water.jpg ,,,,1,Pieces,0,47,93,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,<br>,7, WB18,,P1B_350,113.7,22,,,,Inch,1
WB18 ,55,info@sinahair.com,BRAID,Humain Hair Wave,,WB18 ,1446284950water.jpg ,,,,1,Pieces,0,47,93,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,<br>,7, WB18,,P1B_33,113.7,4,,,,Inch,1
WB18 ,55,info@sinahair.com,BRAID,Humain Hair Wave,,WB18 ,1446284950water.jpg ,,,,1,Pieces,0,47,93,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,<br>,7, WB18,,P1B_30,113.7,36,,,,Inch,1
WB18 ,55,info@sinahair.com,BRAID,Humain Hair Wave,,WB18 ,1446284950water.jpg ,,,,1,Pieces,0,47,93,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,<br>,7, WB18,,P1B_27,113.7,27,,,,Inch,1
WB18 ,55,info@sinahair.com,BRAID,Humain Hair Wave,,WB18 ,1446284950water.jpg ,,,,1,Pieces,0,47,93,0,,0,,2nd Shipping,Yes,UPS,1,China,1,Ib,<br>,7, WB18,,33,107.7,9,,,,Inch,1
