PRODUCT_CODE,USER_ID,SUPPLIER_CODE,CATEGORY,SUBCATEGORY,SUB_SUBCATEGORY,PRODUCT_NAME,IMAGES,HAIR_TYPE,HAIR_TYPE_LENGTH,HAIR_TYPE_STYLE,QUANTITY,QUANTITY_TYPE,MANUFACTURE_PRICE,WHOLESALE_PRICE,MSRP_PRICE,DISCOUNT_OPTION_CHECK,DISCOUNT_OPTION_VALUE,SPECIAL_PROMOTION_CHECK,SPECIAL_PROMOTION_VALUE,DELIVERY_TIME,DROPSHIP,SHIPPING_METHOD,SHIPPING_PRICE,PLACE_ORIGIN,PACKAGE_WEIGHT,PACKAGE_UNIT,DESCRIPTION,PRODUCT_SEEN,SKU,LENGTH,COLOR,PRICE,STOCK,LENGTH_SIZE,MIN_QUANTITY
 REMYLW12,55,info@sinahair.com,REMY HAIR,Remy debut virgin hair ,,Remy debut virgin hair REMY LW12 ,"1446544398c16413_debut_loosewave_model.jpg ,1446544398Remy_debut_indian_detail_small_700.jpg ",remy hair,long,"small wave,sprial curl",limitless,Pieces,0,140,280,0,,0,,2nd Shipping,Yes,SINA SHIPPING,0,China,0.5,Ib,"<p class=""style1"" align=""left"">What is Remy Hair?</p><p class=""style2"" align=""left"">The
 most favorable hair is one that is made from healthy virgin hair, 
meaning hair that has never been chemically treated, with minimal 
processing. Virgin hair is cut from an individual, it's root to tip 
direction is maintained and its cuticle is left intact. This is the 
essence of Remy hair.</p><p class=""style2"" align=""left"">Because making 
of Remy Hair with such strict requirements demands careful hair 
selection process as well as difficult manufacturing process, it cannot 
be supplied in mass quantities.</p><p class=""style2"" align=""left"">A true Remy Hair has texture that virtually feels like natural hair because its cuticle is left intact.<br>Hair
 that is unnaturally lustrous or is too smooth or soft is a result of 
over processing of the hair which includes shaving of the cuticle as 
well as chemical processing using softeners containing silicone. <br>Therefore, hair that feels too good to the touch may not be Remy Hair.</p><p class=""style2"" align=""left"">Quality of Remy Hair can be differentiated from that of other products when it is shampooed.<br>General hair products manufactured focusing only on texture and luster rapidly deteriorate after 1-2 shampoos</p><p class=""style2"" align=""left"">In contrast, a quality Remy Hair maintains its natural texture even when it is washed repeatedly.</p><p class=""style2"" align=""left"">Debut,
 a Silhouette Remy Hair, is a top quality Remy Hair made with 100% 
flawless virgin hair. Its quality has been certified through over a year
 of laboratory testing, and it will not lose its natural healthy texture
 even through long term use. The natural look and feel of real hair that
 is only possible with Remy Hair will remain use after use and shampoo 
after shampoo.</p>",1, LW12 ,,P27_613,,,Inch,1
 REMYLW12,55,info@sinahair.com,REMY HAIR,Remy debut virgin hair ,,Remy debut virgin hair REMY LW12 ,"1446544398c16413_debut_loosewave_model.jpg ,1446544398Remy_debut_indian_detail_small_700.jpg ",remy hair,long,"small wave,sprial curl",limitless,Pieces,0,140,280,0,,0,,2nd Shipping,Yes,SINA SHIPPING,0,China,0.5,Ib,"<p class=""style1"" align=""left"">What is Remy Hair?</p><p class=""style2"" align=""left"">The
 most favorable hair is one that is made from healthy virgin hair, 
meaning hair that has never been chemically treated, with minimal 
processing. Virgin hair is cut from an individual, it's root to tip 
direction is maintained and its cuticle is left intact. This is the 
essence of Remy hair.</p><p class=""style2"" align=""left"">Because making 
of Remy Hair with such strict requirements demands careful hair 
selection process as well as difficult manufacturing process, it cannot 
be supplied in mass quantities.</p><p class=""style2"" align=""left"">A true Remy Hair has texture that virtually feels like natural hair because its cuticle is left intact.<br>Hair
 that is unnaturally lustrous or is too smooth or soft is a result of 
over processing of the hair which includes shaving of the cuticle as 
well as chemical processing using softeners containing silicone. <br>Therefore, hair that feels too good to the touch may not be Remy Hair.</p><p class=""style2"" align=""left"">Quality of Remy Hair can be differentiated from that of other products when it is shampooed.<br>General hair products manufactured focusing only on texture and luster rapidly deteriorate after 1-2 shampoos</p><p class=""style2"" align=""left"">In contrast, a quality Remy Hair maintains its natural texture even when it is washed repeatedly.</p><p class=""style2"" align=""left"">Debut,
 a Silhouette Remy Hair, is a top quality Remy Hair made with 100% 
flawless virgin hair. Its quality has been certified through over a year
 of laboratory testing, and it will not lose its natural healthy texture
 even through long term use. The natural look and feel of real hair that
 is only possible with Remy Hair will remain use after use and shampoo 
after shampoo.</p>",1, LW12 ,,P1B_30,,,Inch,1
 REMYLW12,55,info@sinahair.com,REMY HAIR,Remy debut virgin hair ,,Remy debut virgin hair REMY LW12 ,"1446544398c16413_debut_loosewave_model.jpg ,1446544398Remy_debut_indian_detail_small_700.jpg ",remy hair,long,"small wave,sprial curl",limitless,Pieces,0,140,280,0,,0,,2nd Shipping,Yes,SINA SHIPPING,0,China,0.5,Ib,"<p class=""style1"" align=""left"">What is Remy Hair?</p><p class=""style2"" align=""left"">The
 most favorable hair is one that is made from healthy virgin hair, 
meaning hair that has never been chemically treated, with minimal 
processing. Virgin hair is cut from an individual, it's root to tip 
direction is maintained and its cuticle is left intact. This is the 
essence of Remy hair.</p><p class=""style2"" align=""left"">Because making 
of Remy Hair with such strict requirements demands careful hair 
selection process as well as difficult manufacturing process, it cannot 
be supplied in mass quantities.</p><p class=""style2"" align=""left"">A true Remy Hair has texture that virtually feels like natural hair because its cuticle is left intact.<br>Hair
 that is unnaturally lustrous or is too smooth or soft is a result of 
over processing of the hair which includes shaving of the cuticle as 
well as chemical processing using softeners containing silicone. <br>Therefore, hair that feels too good to the touch may not be Remy Hair.</p><p class=""style2"" align=""left"">Quality of Remy Hair can be differentiated from that of other products when it is shampooed.<br>General hair products manufactured focusing only on texture and luster rapidly deteriorate after 1-2 shampoos</p><p class=""style2"" align=""left"">In contrast, a quality Remy Hair maintains its natural texture even when it is washed repeatedly.</p><p class=""style2"" align=""left"">Debut,
 a Silhouette Remy Hair, is a top quality Remy Hair made with 100% 
flawless virgin hair. Its quality has been certified through over a year
 of laboratory testing, and it will not lose its natural healthy texture
 even through long term use. The natural look and feel of real hair that
 is only possible with Remy Hair will remain use after use and shampoo 
after shampoo.</p>",1, LW12 ,,4,,,Inch,1
 REMYLW12,55,info@sinahair.com,REMY HAIR,Remy debut virgin hair ,,Remy debut virgin hair REMY LW12 ,"1446544398c16413_debut_loosewave_model.jpg ,1446544398Remy_debut_indian_detail_small_700.jpg ",remy hair,long,"small wave,sprial curl",limitless,Pieces,0,140,280,0,,0,,2nd Shipping,Yes,SINA SHIPPING,0,China,0.5,Ib,"<p class=""style1"" align=""left"">What is Remy Hair?</p><p class=""style2"" align=""left"">The
 most favorable hair is one that is made from healthy virgin hair, 
meaning hair that has never been chemically treated, with minimal 
processing. Virgin hair is cut from an individual, it's root to tip 
direction is maintained and its cuticle is left intact. This is the 
essence of Remy hair.</p><p class=""style2"" align=""left"">Because making 
of Remy Hair with such strict requirements demands careful hair 
selection process as well as difficult manufacturing process, it cannot 
be supplied in mass quantities.</p><p class=""style2"" align=""left"">A true Remy Hair has texture that virtually feels like natural hair because its cuticle is left intact.<br>Hair
 that is unnaturally lustrous or is too smooth or soft is a result of 
over processing of the hair which includes shaving of the cuticle as 
well as chemical processing using softeners containing silicone. <br>Therefore, hair that feels too good to the touch may not be Remy Hair.</p><p class=""style2"" align=""left"">Quality of Remy Hair can be differentiated from that of other products when it is shampooed.<br>General hair products manufactured focusing only on texture and luster rapidly deteriorate after 1-2 shampoos</p><p class=""style2"" align=""left"">In contrast, a quality Remy Hair maintains its natural texture even when it is washed repeatedly.</p><p class=""style2"" align=""left"">Debut,
 a Silhouette Remy Hair, is a top quality Remy Hair made with 100% 
flawless virgin hair. Its quality has been certified through over a year
 of laboratory testing, and it will not lose its natural healthy texture
 even through long term use. The natural look and feel of real hair that
 is only possible with Remy Hair will remain use after use and shampoo 
after shampoo.</p>",1, LW12 ,,30,,,Inch,1
 REMYLW12,55,info@sinahair.com,REMY HAIR,Remy debut virgin hair ,,Remy debut virgin hair REMY LW12 ,"1446544398c16413_debut_loosewave_model.jpg ,1446544398Remy_debut_indian_detail_small_700.jpg ",remy hair,long,"small wave,sprial curl",limitless,Pieces,0,140,280,0,,0,,2nd Shipping,Yes,SINA SHIPPING,0,China,0.5,Ib,"<p class=""style1"" align=""left"">What is Remy Hair?</p><p class=""style2"" align=""left"">The
 most favorable hair is one that is made from healthy virgin hair, 
meaning hair that has never been chemically treated, with minimal 
processing. Virgin hair is cut from an individual, it's root to tip 
direction is maintained and its cuticle is left intact. This is the 
essence of Remy hair.</p><p class=""style2"" align=""left"">Because making 
of Remy Hair with such strict requirements demands careful hair 
selection process as well as difficult manufacturing process, it cannot 
be supplied in mass quantities.</p><p class=""style2"" align=""left"">A true Remy Hair has texture that virtually feels like natural hair because its cuticle is left intact.<br>Hair
 that is unnaturally lustrous or is too smooth or soft is a result of 
over processing of the hair which includes shaving of the cuticle as 
well as chemical processing using softeners containing silicone. <br>Therefore, hair that feels too good to the touch may not be Remy Hair.</p><p class=""style2"" align=""left"">Quality of Remy Hair can be differentiated from that of other products when it is shampooed.<br>General hair products manufactured focusing only on texture and luster rapidly deteriorate after 1-2 shampoos</p><p class=""style2"" align=""left"">In contrast, a quality Remy Hair maintains its natural texture even when it is washed repeatedly.</p><p class=""style2"" align=""left"">Debut,
 a Silhouette Remy Hair, is a top quality Remy Hair made with 100% 
flawless virgin hair. Its quality has been certified through over a year
 of laboratory testing, and it will not lose its natural healthy texture
 even through long term use. The natural look and feel of real hair that
 is only possible with Remy Hair will remain use after use and shampoo 
after shampoo.</p>",1, LW12 ,,33,,,Inch,1
 REMYLW12,55,info@sinahair.com,REMY HAIR,Remy debut virgin hair ,,Remy debut virgin hair REMY LW12 ,"1446544398c16413_debut_loosewave_model.jpg ,1446544398Remy_debut_indian_detail_small_700.jpg ",remy hair,long,"small wave,sprial curl",limitless,Pieces,0,140,280,0,,0,,2nd Shipping,Yes,SINA SHIPPING,0,China,0.5,Ib,"<p class=""style1"" align=""left"">What is Remy Hair?</p><p class=""style2"" align=""left"">The
 most favorable hair is one that is made from healthy virgin hair, 
meaning hair that has never been chemically treated, with minimal 
processing. Virgin hair is cut from an individual, it's root to tip 
direction is maintained and its cuticle is left intact. This is the 
essence of Remy hair.</p><p class=""style2"" align=""left"">Because making 
of Remy Hair with such strict requirements demands careful hair 
selection process as well as difficult manufacturing process, it cannot 
be supplied in mass quantities.</p><p class=""style2"" align=""left"">A true Remy Hair has texture that virtually feels like natural hair because its cuticle is left intact.<br>Hair
 that is unnaturally lustrous or is too smooth or soft is a result of 
over processing of the hair which includes shaving of the cuticle as 
well as chemical processing using softeners containing silicone. <br>Therefore, hair that feels too good to the touch may not be Remy Hair.</p><p class=""style2"" align=""left"">Quality of Remy Hair can be differentiated from that of other products when it is shampooed.<br>General hair products manufactured focusing only on texture and luster rapidly deteriorate after 1-2 shampoos</p><p class=""style2"" align=""left"">In contrast, a quality Remy Hair maintains its natural texture even when it is washed repeatedly.</p><p class=""style2"" align=""left"">Debut,
 a Silhouette Remy Hair, is a top quality Remy Hair made with 100% 
flawless virgin hair. Its quality has been certified through over a year
 of laboratory testing, and it will not lose its natural healthy texture
 even through long term use. The natural look and feel of real hair that
 is only possible with Remy Hair will remain use after use and shampoo 
after shampoo.</p>",1, LW12 ,,27,,,Inch,1
 REMYLW12,55,info@sinahair.com,REMY HAIR,Remy debut virgin hair ,,Remy debut virgin hair REMY LW12 ,"1446544398c16413_debut_loosewave_model.jpg ,1446544398Remy_debut_indian_detail_small_700.jpg ",remy hair,long,"small wave,sprial curl",limitless,Pieces,0,140,280,0,,0,,2nd Shipping,Yes,SINA SHIPPING,0,China,0.5,Ib,"<p class=""style1"" align=""left"">What is Remy Hair?</p><p class=""style2"" align=""left"">The
 most favorable hair is one that is made from healthy virgin hair, 
meaning hair that has never been chemically treated, with minimal 
processing. Virgin hair is cut from an individual, it's root to tip 
direction is maintained and its cuticle is left intact. This is the 
essence of Remy hair.</p><p class=""style2"" align=""left"">Because making 
of Remy Hair with such strict requirements demands careful hair 
selection process as well as difficult manufacturing process, it cannot 
be supplied in mass quantities.</p><p class=""style2"" align=""left"">A true Remy Hair has texture that virtually feels like natural hair because its cuticle is left intact.<br>Hair
 that is unnaturally lustrous or is too smooth or soft is a result of 
over processing of the hair which includes shaving of the cuticle as 
well as chemical processing using softeners containing silicone. <br>Therefore, hair that feels too good to the touch may not be Remy Hair.</p><p class=""style2"" align=""left"">Quality of Remy Hair can be differentiated from that of other products when it is shampooed.<br>General hair products manufactured focusing only on texture and luster rapidly deteriorate after 1-2 shampoos</p><p class=""style2"" align=""left"">In contrast, a quality Remy Hair maintains its natural texture even when it is washed repeatedly.</p><p class=""style2"" align=""left"">Debut,
 a Silhouette Remy Hair, is a top quality Remy Hair made with 100% 
flawless virgin hair. Its quality has been certified through over a year
 of laboratory testing, and it will not lose its natural healthy texture
 even through long term use. The natural look and feel of real hair that
 is only possible with Remy Hair will remain use after use and shampoo 
after shampoo.</p>",1, LW12 ,,2,,,Inch,1
G1397258442,55,info@sinahair.com,WIG,Synthetic Hair Wigs,,Synthetic Wigs EMILY,"1446544740emily.jpg ,1446544740emily_b.jpg ,1446544740emily_s.jpg ",,,straight,limitless,Pieces,0,15,30,0,,0,,2nd Shipping,Yes,SINA SHIPPING,0,China,1,Ib,"<li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">SYNTHETIC FULL WIG</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">100% Premium Fiber</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">Safe up to 350 ~ 400F</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">Secure and Comfortable</li>",0,EMILY,,1,,,Inch,1
G1397258442,55,info@sinahair.com,WIG,Synthetic Hair Wigs,,Synthetic Wigs EMILY,"1446544740emily.jpg ,1446544740emily_b.jpg ,1446544740emily_s.jpg ",,,straight,limitless,Pieces,0,15,30,0,,0,,2nd Shipping,Yes,SINA SHIPPING,0,China,1,Ib,"<li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">SYNTHETIC FULL WIG</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">100% Premium Fiber</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">Safe up to 350 ~ 400F</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">Secure and Comfortable</li>",0,EMILY,,2,,,Inch,1
G1397258442,55,info@sinahair.com,WIG,Synthetic Hair Wigs,,Synthetic Wigs EMILY,"1446544740emily.jpg ,1446544740emily_b.jpg ,1446544740emily_s.jpg ",,,straight,limitless,Pieces,0,15,30,0,,0,,2nd Shipping,Yes,SINA SHIPPING,0,China,1,Ib,"<li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">SYNTHETIC FULL WIG</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">100% Premium Fiber</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">Safe up to 350 ~ 400F</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">Secure and Comfortable</li>",0,EMILY,,,,,Inch,1
G1397258442,55,info@sinahair.com,WIG,Synthetic Hair Wigs,,Synthetic Wigs EMILY,"1446544740emily.jpg ,1446544740emily_b.jpg ,1446544740emily_s.jpg ",,,straight,limitless,Pieces,0,15,30,0,,0,,2nd Shipping,Yes,SINA SHIPPING,0,China,1,Ib,"<li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">SYNTHETIC FULL WIG</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">100% Premium Fiber</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">Safe up to 350 ~ 400F</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">Secure and Comfortable</li>",0,EMILY,,,,,Inch,1
G1397258442,55,info@sinahair.com,WIG,Synthetic Hair Wigs,,Synthetic Wigs EMILY,"1446544740emily.jpg ,1446544740emily_b.jpg ,1446544740emily_s.jpg ",,,straight,limitless,Pieces,0,15,30,0,,0,,2nd Shipping,Yes,SINA SHIPPING,0,China,1,Ib,"<li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">SYNTHETIC FULL WIG</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">100% Premium Fiber</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">Safe up to 350 ~ 400F</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">Secure and Comfortable</li>",0,EMILY,,,,,Inch,1
G1397258442,55,info@sinahair.com,WIG,Synthetic Hair Wigs,,Synthetic Wigs EMILY,"1446544740emily.jpg ,1446544740emily_b.jpg ,1446544740emily_s.jpg ",,,straight,limitless,Pieces,0,15,30,0,,0,,2nd Shipping,Yes,SINA SHIPPING,0,China,1,Ib,"<li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">SYNTHETIC FULL WIG</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">100% Premium Fiber</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">Safe up to 350 ~ 400F</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">Secure and Comfortable</li>",0,EMILY,,,,,Inch,1
"REMYYK16 	",55,info@sinahair.com,REMY HAIR,Remy debut virgin hair ,,Remy debut virgin hair REMY YK16 ,"1446545133c13743_debut_yaki_model.jpg ,1446545133Remy_debut_indian_detail_small_700.jpg ",,,,1,Pieces,0,117,234,0,,0,,2nd Shipping,Yes,SINA SHIPPING,0,China,0.5,Ib,"<p class=""style1"" align=""left"">What is Remy Hair?</p><p class=""style2"" align=""left"">The
 most favorable hair is one that is made from healthy virgin hair, 
meaning hair that has never been chemically treated, with minimal 
processing. Virgin hair is cut from an individual, it's root to tip 
direction is maintained and its cuticle is left intact. This is the 
essence of Remy hair.</p><p class=""style2"" align=""left"">Because making 
of Remy Hair with such strict requirements demands careful hair 
selection process as well as difficult manufacturing process, it cannot 
be supplied in mass quantities.</p><p class=""style2"" align=""left"">A true Remy Hair has texture that virtually feels like natural hair because its cuticle is left intact.<br>Hair
 that is unnaturally lustrous or is too smooth or soft is a result of 
over processing of the hair which includes shaving of the cuticle as 
well as chemical processing using softeners containing silicone. <br>Therefore, hair that feels too good to the touch may not be Remy Hair.</p><p class=""style2"" align=""left"">Quality of Remy Hair can be differentiated from that of other products when it is shampooed.<br>General hair products manufactured focusing only on texture and luster rapidly deteriorate after 1-2 shampoos</p><p class=""style2"" align=""left"">In contrast, a quality Remy Hair maintains its natural texture even when it is washed repeatedly.</p><p class=""style2"" align=""left"">Debut,
 a Silhouette Remy Hair, is a top quality Remy Hair made with 100% 
flawless virgin hair. Its quality has been certified through over a year
 of laboratory testing, and it will not lose its natural healthy texture
 even through long term use. The natural look and feel of real hair that
 is only possible with Remy Hair will remain use after use and shampoo 
after shampoo.</p>",0,,,,,,Inch,1
G1294180218 ,55,info@sinahair.com,REMY HAIR,Remy debut virgin hair ,,Remy debut virgin hair REMY LW18 ,"1446545503c16413_debut_loosewave_model.jpg ,1446545503Remy_debut_indian_detail_small_700.jpg ",,,,1,Pieces,0,125,250,0,,0,,2nd Shipping,Yes,SINA SHIPPING,0,China,0.5,Ib,"<p class=""style1"" align=""left"">What is Remy Hair?</p><p class=""style2"" align=""left"">The
 most favorable hair is one that is made from healthy virgin hair, 
meaning hair that has never been chemically treated, with minimal 
processing. Virgin hair is cut from an individual, it's root to tip 
direction is maintained and its cuticle is left intact. This is the 
essence of Remy hair.</p><p class=""style2"" align=""left"">Because making 
of Remy Hair with such strict requirements demands careful hair 
selection process as well as difficult manufacturing process, it cannot 
be supplied in mass quantities.</p><p class=""style2"" align=""left"">A true Remy Hair has texture that virtually feels like natural hair because its cuticle is left intact.<br>Hair
 that is unnaturally lustrous or is too smooth or soft is a result of 
over processing of the hair which includes shaving of the cuticle as 
well as chemical processing using softeners containing silicone. <br>Therefore, hair that feels too good to the touch may not be Remy Hair.</p><p class=""style2"" align=""left"">Quality of Remy Hair can be differentiated from that of other products when it is shampooed.<br>General hair products manufactured focusing only on texture and luster rapidly deteriorate after 1-2 shampoos</p><p class=""style2"" align=""left"">In contrast, a quality Remy Hair maintains its natural texture even when it is washed repeatedly.</p><p class=""style2"" align=""left"">Debut,
 a Silhouette Remy Hair, is a top quality Remy Hair made with 100% 
flawless virgin hair. Its quality has been certified through over a year
 of laboratory testing, and it will not lose its natural healthy texture
 even through long term use. The natural look and feel of real hair that
 is only possible with Remy Hair will remain use after use and shampoo 
after shampoo.</p>",0,,,001B,,,Inch,1
G1294180218 ,55,info@sinahair.com,REMY HAIR,Remy debut virgin hair ,,Remy debut virgin hair REMY LW18 ,"1446545503c16413_debut_loosewave_model.jpg ,1446545503Remy_debut_indian_detail_small_700.jpg ",,,,1,Pieces,0,125,250,0,,0,,2nd Shipping,Yes,SINA SHIPPING,0,China,0.5,Ib,"<p class=""style1"" align=""left"">What is Remy Hair?</p><p class=""style2"" align=""left"">The
 most favorable hair is one that is made from healthy virgin hair, 
meaning hair that has never been chemically treated, with minimal 
processing. Virgin hair is cut from an individual, it's root to tip 
direction is maintained and its cuticle is left intact. This is the 
essence of Remy hair.</p><p class=""style2"" align=""left"">Because making 
of Remy Hair with such strict requirements demands careful hair 
selection process as well as difficult manufacturing process, it cannot 
be supplied in mass quantities.</p><p class=""style2"" align=""left"">A true Remy Hair has texture that virtually feels like natural hair because its cuticle is left intact.<br>Hair
 that is unnaturally lustrous or is too smooth or soft is a result of 
over processing of the hair which includes shaving of the cuticle as 
well as chemical processing using softeners containing silicone. <br>Therefore, hair that feels too good to the touch may not be Remy Hair.</p><p class=""style2"" align=""left"">Quality of Remy Hair can be differentiated from that of other products when it is shampooed.<br>General hair products manufactured focusing only on texture and luster rapidly deteriorate after 1-2 shampoos</p><p class=""style2"" align=""left"">In contrast, a quality Remy Hair maintains its natural texture even when it is washed repeatedly.</p><p class=""style2"" align=""left"">Debut,
 a Silhouette Remy Hair, is a top quality Remy Hair made with 100% 
flawless virgin hair. Its quality has been certified through over a year
 of laboratory testing, and it will not lose its natural healthy texture
 even through long term use. The natural look and feel of real hair that
 is only possible with Remy Hair will remain use after use and shampoo 
after shampoo.</p>",0,,,P4_30 ,,,Inch,1
G1294180218 ,55,info@sinahair.com,REMY HAIR,Remy debut virgin hair ,,Remy debut virgin hair REMY LW18 ,"1446545503c16413_debut_loosewave_model.jpg ,1446545503Remy_debut_indian_detail_small_700.jpg ",,,,1,Pieces,0,125,250,0,,0,,2nd Shipping,Yes,SINA SHIPPING,0,China,0.5,Ib,"<p class=""style1"" align=""left"">What is Remy Hair?</p><p class=""style2"" align=""left"">The
 most favorable hair is one that is made from healthy virgin hair, 
meaning hair that has never been chemically treated, with minimal 
processing. Virgin hair is cut from an individual, it's root to tip 
direction is maintained and its cuticle is left intact. This is the 
essence of Remy hair.</p><p class=""style2"" align=""left"">Because making 
of Remy Hair with such strict requirements demands careful hair 
selection process as well as difficult manufacturing process, it cannot 
be supplied in mass quantities.</p><p class=""style2"" align=""left"">A true Remy Hair has texture that virtually feels like natural hair because its cuticle is left intact.<br>Hair
 that is unnaturally lustrous or is too smooth or soft is a result of 
over processing of the hair which includes shaving of the cuticle as 
well as chemical processing using softeners containing silicone. <br>Therefore, hair that feels too good to the touch may not be Remy Hair.</p><p class=""style2"" align=""left"">Quality of Remy Hair can be differentiated from that of other products when it is shampooed.<br>General hair products manufactured focusing only on texture and luster rapidly deteriorate after 1-2 shampoos</p><p class=""style2"" align=""left"">In contrast, a quality Remy Hair maintains its natural texture even when it is washed repeatedly.</p><p class=""style2"" align=""left"">Debut,
 a Silhouette Remy Hair, is a top quality Remy Hair made with 100% 
flawless virgin hair. Its quality has been certified through over a year
 of laboratory testing, and it will not lose its natural healthy texture
 even through long term use. The natural look and feel of real hair that
 is only possible with Remy Hair will remain use after use and shampoo 
after shampoo.</p>",0,,,P1B_33 ,,,Inch,1
G1294180218 ,55,info@sinahair.com,REMY HAIR,Remy debut virgin hair ,,Remy debut virgin hair REMY LW18 ,"1446545503c16413_debut_loosewave_model.jpg ,1446545503Remy_debut_indian_detail_small_700.jpg ",,,,1,Pieces,0,125,250,0,,0,,2nd Shipping,Yes,SINA SHIPPING,0,China,0.5,Ib,"<p class=""style1"" align=""left"">What is Remy Hair?</p><p class=""style2"" align=""left"">The
 most favorable hair is one that is made from healthy virgin hair, 
meaning hair that has never been chemically treated, with minimal 
processing. Virgin hair is cut from an individual, it's root to tip 
direction is maintained and its cuticle is left intact. This is the 
essence of Remy hair.</p><p class=""style2"" align=""left"">Because making 
of Remy Hair with such strict requirements demands careful hair 
selection process as well as difficult manufacturing process, it cannot 
be supplied in mass quantities.</p><p class=""style2"" align=""left"">A true Remy Hair has texture that virtually feels like natural hair because its cuticle is left intact.<br>Hair
 that is unnaturally lustrous or is too smooth or soft is a result of 
over processing of the hair which includes shaving of the cuticle as 
well as chemical processing using softeners containing silicone. <br>Therefore, hair that feels too good to the touch may not be Remy Hair.</p><p class=""style2"" align=""left"">Quality of Remy Hair can be differentiated from that of other products when it is shampooed.<br>General hair products manufactured focusing only on texture and luster rapidly deteriorate after 1-2 shampoos</p><p class=""style2"" align=""left"">In contrast, a quality Remy Hair maintains its natural texture even when it is washed repeatedly.</p><p class=""style2"" align=""left"">Debut,
 a Silhouette Remy Hair, is a top quality Remy Hair made with 100% 
flawless virgin hair. Its quality has been certified through over a year
 of laboratory testing, and it will not lose its natural healthy texture
 even through long term use. The natural look and feel of real hair that
 is only possible with Remy Hair will remain use after use and shampoo 
after shampoo.</p>",0,,,P1B_30,,,Inch,1
 G1397258218,55,info@sinahair.com,WIG,Synthetic Hair Wigs,,Synthetic Wigs ELLEN,"1446546078ellen_front.jpg ,1446546078ellen_side.jpg ,1446546078ellen_side2.jpg ,1446546078ellen_back.jpg ",synthetic hair,,,priceless,Pieces,0,15,30,0,,0,,2nd Shipping,Yes,SINA SHIPPING,0,China,0,Ib,"<li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">SYNTHETIC FULL WIG</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">100% Premium Fiber</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">Safe up to 350 ~ 400F</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">Secure and Comfortable</li>",0, ELLEN,,1,,,Inch,1
 G1397258218,55,info@sinahair.com,WIG,Synthetic Hair Wigs,,Synthetic Wigs ELLEN,"1446546078ellen_front.jpg ,1446546078ellen_side.jpg ,1446546078ellen_side2.jpg ,1446546078ellen_back.jpg ",synthetic hair,,,priceless,Pieces,0,15,30,0,,0,,2nd Shipping,Yes,SINA SHIPPING,0,China,0,Ib,"<li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">SYNTHETIC FULL WIG</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">100% Premium Fiber</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">Safe up to 350 ~ 400F</li><li style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal;"">Secure and Comfortable</li>",0, ELLEN,,LYTT6_27E,,,Inch,1
